,tweet
788,I couldn't sleep last night bc I was anxious to get up and finish cleaning out my house...
789,yep i’m never dming i get too anxious to make friends help
790,i hate this feeling omg why are they making me look so bad... i saw people talking behind my back..not again pls this kind of situation makes me anxious
791,"@GG1ill Just the usual, good and bad 🥺I feel happy but also anxious"
792,i wanna be in a gc but i’d probably be too anxious and weird :(
793,"tw // anxiety mention . . . pls dont post those ""did u get the dm?"" type of tweets, they can make ppl anxious, if for some reason u rlly cant just make a tweet abt the situation, u should at the v least be giving as much info as possible abt the dm in the tweet  /srs"
794,"@bessbessusa Same, that’s what happens to me too whenever I take a nap! And yeah, I totally feel you, my heart is literally racing and I’m so anxious. We fell too deep into this pit honey (pun intended)."
795,Bro im feeling so anxious
796,yuck i feel anxious today let's just hope it's bc the charts are dropping then it goes away
797,Anyone ever get anxious when they’re not anxious
798,i am 1/ bored 2/ anxious; come and distract meeeeee 🌸  https://t.co/5ukh38CUcv
799,I had so many plans for today and all I’ve done is sleep
800,feeling weirdly anxious i don’t really know why but i’m gonna drop this  bc i miss mark and get out of bed :/ https://t.co/3kMPgPLHtU
801,I feel calm but deep down I’m feeling very anxious about this thing tomorrow
802,Why am i feeling so scared and anxious and panicked right now ohmygod i need to read some soft fic this is really bad 😔
803,Anxious and horny.
804,it has been less than an hour since i've reactivated but im alr super anxious this is a bad idea
805,Extremely nervous and anxious to get my dog to the vet today. Time to find out what this big lump under her armpit is. Ugh
806,"I'm even more anxious about it being potentially mandatory. It should be, but I can't imagine what kind of chaos that's gonna put my family in.  I'm scared 😟"
807,It's the end of the semester for me and usually I try and stay calm and positive but right now I've been feeling  absolutely crushed. I'm incredibly overwhelmed and I'm stressed and anxious. I'll do my best to stay active on here and reply to dms though! Ily guys!
808,literally only one class I am super anxious about and I hate it.
809,@Stoner_Lesbiann I am in this headspace as well. I feel fine except a bad dry cough and it’s got me anxious AF. So if I die... I die.
810,it’s super exhausting to be anxious about so many things  where do I hit pause
811,Shits deadass making me anxious I hate people so much
812,I genuinely feel so anxious for no reason. Pls no
813,"To be honest my anxious thought is that sometimes people are like 'of that person? I have them blocked, why are you guys following?' and then I lose friends here without knowing WHICH I KNOW IS A REACH BUT ANXIETY BRAIN DOESN'T KNOW THAT"
814,I'm too anxious to make phone calls or dm someone-
815,pls im so anxious 😭
816,"Had everything filled in, just wanted to make sure I have everything right after I come back, but oh well. Being overly anxious bites my butt again"
817,"@alfieugh @ARSJ0NE sadly i'm going to keep on missing out on opportunitites because i'm still struggling with it,,, being anxious about every interaction for around 5 years straight now is not fun at all"
818,"@BurningSongbird ""What if my requests are too demanding and she says no.....I feel panic attack coming on."""
819,don’t ask me if I’m scared bitch I’m always anxious😘
820,HELP IT’S BEEN SO LONG I GOT ANXIOUS
821,@whipped4b4ngtan Omg imagine an anxious person I’m flying by now AJAJAJAJ
822,Do I keep things overly tidy and get anxious when they aren’t tidy because I feel as though keeping things tidy is the only thing I have control over in my life? I hate Mondays.
823,@MON0WALLS BITCH IM SO ANXIOUS I KNOW IM GONNA CRY
824,"Anyone else working off 2 hours of sleep because they couldn’t pass out last night because they were so anxious about going back to their garbage job today?   Because, same.  https://t.co/qmKQSCFN4l"
825,i get sooo anxious over the tiniest things its so pathetic
826,another week another doctor’s appointment to be anxious abt
827,"@SharkawyMD Heartbreakingly sad. I'm feeling anxious, yet live in Newfoundland where cases are on the rise now but not even near whats6happening in other parts of Canada. I heard a 10 year old died the other day from covid 19. I think this virus will affect many in so many different ways."
828,"@ellle_em omg I feel this, I had a cyst burst on both my ovaries and was SO anxious bc I had to been in bed for a week 😭"
829,idk something casual bc outside makes me ✨anxious✨
830,how did I manage to get even more exhausted and anxious after a week off from work
831,"@sxmurai_kth @billboardcharts Bjdhjkoib iam so anxious, hope forthebest"
832,I’m honestly just going to apologize in advance for the next three days - I’m hardcore anxious about being observed tomorrow and getting feedback on Wednesday (as usual) so if I am unresponsive or very . Tunnel-visioned? That’s why. I’m not purposefully ignoring y’all!!
833,This weekend was so fucked up im still super anxious and never trusting anyone again lol what the fuck
834,@existentialjoon damn m anxious
835,i hate how i get anxious for other people
836,"Please wish me luck for my first Uni exam tomorrow morning. I'm kinda freaking out, I'm so anxious"
837,@bts7youniverse Im so anxious!
838,"Feeling very down in the dumps and discouraged today. Everything kinda sucks, but nothing is absolutely unbearable. I just feel very anxious and tense and I don’t know why."
839,if you see this can you drop some san/lucas/kun pics??? i am feeling very anxious rn.... /srs
840,i remember nothing about it but it slapped
841,@majoo_garces It's making me anxious 😶😶😳
842,There is SO MUCH training for this job. I hope I can do well at it without becoming anxious.
843,y do i keep on wondering my worth in somebody's life. im so anxious :/
844,@choi_bts2 I forgot what is patience! I'm sooooo anxious rn
845,My SO just walked into my office with an arm full of antlers and left them on my spare chair so I can take them home for him
846,i wanna quote tweet but any kind of interaction makes me ✨anxious✨
847,@vaticancameos22 i like to count 1-100 when i have a panic attack or i get anxious it helps to focus on something else instead of the exam so that you can go in calm and collected
848,@kvnobi Exactly!  Mine then worsens because I can't create because I'm anxious. Toxic.
849,Why am I so anxious on Mondays every week now?
850,"I'm stuck in this mental cycle of I'm lonely af and miss my friends and want to talk to them, but also cripplingly anxious all year about reaching out cause I dont have things to talk about and they probs all decided we arent friends anymore anyways. My brain is stupid"
851,I’ve had an awful day today. I’ve been anxious all day for no apparent reason and I haven’t eaten  😔
852,It makes me really anxious for sure
853,It’s getting towards the end of the semester and I’m getting anxious 😩
854,@melliflouspxtxr i hope so too. i’m so anxious about it bc everytime i like someone something bad always happens :( /g
855,"@russellspidey for helping me out when i was anxious about boards, sorry you are having a bad day :("
856,✨anxious but hopeful✨
857,@Taylor_Ice4 @crybaby0pini0ns I have generalized anxiety disorder and I eased myself in. I guess it just depends on the person at the end of the day. Like for me smoking has helped me out tremendously with social skills and being less anxious but that’s me. It could be different for other people
858,i will just double anxious and u'll never cure
859,well thank you  i’m just lonely and anxious but thank you
860,@GreysABC I AM@SO ANXIOUS
861,Genuinely been anxious for a solid week.
862,im doing my maths homework and crying i feel horrible and my teacher makes me so anxious
863,"Terrible anxious night, late bus, disaster Maths lesson. BUT I used my PPA to create Maths gap lesson for tomorrow, got home early (I know I have late finishes otherwise this week) and I'm making 3-cheese Mac and Cheese. Trying so hard to create positives when I'm exhausted!"
864,"@dallas_leighh i have no idea i just get extremely anxious when someone makes it clear they like me, so i just ignore it and act like idk😭"
865,why do i feel anxious ugh :/
866,i drink diet coke like it'll stop me from being sad and anxious
867,//I woke up feeling so anxious. UGH I need this episode alsnakznsnx
868,"@lowIQcatboy I'm a very shy  awkward dumb anxious introvert that for some reason needs to hang out with cuties I like and attention and all that jazz but can't properly do it because, as I said, dumb shy and awkward ;;"
869,i dont wanna sleep early because the weather's getting cold and i struggle breathing at night [idk if that's actually the reason thO] and i get anxious bcoz i dont really wanna d-word gasping for air lmao  https://t.co/TOeLYlUw9N
870,"sometimes i wake up and check all of the ways i have ongoing conversations with people that need my attention (slack, whatsapp, multiple emails, sms, facebook), and get anxious and forget about my breakfast"
871,Last week I shared my anxiety waiting for someone I was worried was angry to get back to me. Spent 4 days anxious. Nothing was wrong. 😏 He was just in the mountains getting much needed rest.
872,And now we begin the process of changing my antidepressant. I’m anxious about it 🙃
873,My new rule is to exercise whenever I get anxious and sing afterwards... and and and it really works
874,Pls the results be making me anxious
875,I was feeling emotionally drained so I tried to take a nap but I’m a light sleeper and my phone rang twice and when this happens it gives me anxiety so now I’m not just tired. I’m also anxious and pissed. I’m just not a nap person and I should know this by now smh.
876,JAJDJAJWNE IM SO ANXIOUS
877,I’m so anxious about my exam so my chest is hella tight and I feel like I can’t breathe and wow I wanna die
878,@renatoean I’d be anxious not happy hajsjsjdjjssjsj
879,too socially anxious to play chess online
880,"Even of i have to wale up in 3 hours for work, im srsly just so anxious to sleep"
881,"@MccoyMba I already get anxious because of the different tools. I have no reason for it, but I prefer having  it all in one place. Typing is quicker than writing but sometimes you need to draw something as well. That's why I stopped using my laptop and went back to pen and paper, lol"
882,please send me Johnny photos or edits or anything johnny because I’m extremely anxious about work today 😞
883,Had my session this morning. Ended up discussing with my therapist on surviving the zombie apocalypse. Still no meds. I guess I’m fine? I hope I am. I feel fine. Okay now I’m anxious thinking about it.
884,"I just did all the lab tests for my yearly physical yesterday. They are starting to trickle in and every time I get a notice I feel anxious. I don’t know why, I am extremely healthy, and I almost never worry about things, but these get to me. I hate looking but I can’t not look."
885,"@Chans_LaptopV unmotivated, anxious, and exhausted"
886,gotta give a presentation today  very anxious  wish me luck
887,IM FUCKING ANXIOUS
888,Anyone else feel super anxious today?
889,@tapihyukapearl literally ppl be stopping it makes me anxious but from what im posting it makes me happy
890,"@AgenderVoid Yeah, I don’t think I could ever cheat. And we’re way too anxious to ever try stealing"
891,The anxious bit I mean :/
892,Haha feeling anxious for no reason
893,I'm anxious about her that is why i am awake  Not sleeping
894,i'm getting anxious
895,"I don’t think I will ever shoot my shot, I’m just not built like that. I’m too anxious 😭😭 so I sit and wait for someone to come to me and THATS why I’ll be bitchless forever and ever amen 😙"
896,Do y’all pick at your skin when you’re stressed or anxious? Like is this normal or do I need help 😅
897,@deitydazai YES I RMEMEBER I WAS SO ANXIOUS BUT THEN I WAS LIKE THEYRE ALL DUMB
898,shit makes me so anxious like i’m fat and have anemia and asthma i’m speedwalking as it is . stop
899,anxious about going to work tomorrow bc I have to talk to my boss about an issue and I don’t want to do it but I also want to get it over with so I can stop being so anxious about it
900,why am i anxious again stop fcking stop
901,i feel so anxious the phones oh my god  https://t.co/PWATypJaFk
902,"After a severely low, anxious interval, I'm trying again. Well, I'm still low and anxious, but I don't know when my next appointment with freaking-the-fuck-out is, so I'll take what I can get.  https://t.co/FuTv2JPZE6"
903,"nervous,excited,nerve wrecking,anxious  -patiently waiting-"
904,im so anxious now omg 😭
905,I should be studying but I'm too anxious skskjjdjd
906,I am anxious and I hate it lol
907,@SyNovergy  https://t.co/5T48mcwH6Q theyre for people who are unsure of your tone or get anxious about it like me-
908,im getting a little anxious rn pls just stfu
909,"@Jaynieldebut_02 ooh, my bad. I'm just anxious at this moment and can't even think right. I'm really sorry.."
910,You are making me anxious
911,@vtaeemin I AM SO ANXIOUS HELP
912,☯️: Anxious bundle of nerves. ^^' What a day
913,I am ANXIOUS..
914,"People believe that I think to high of myslef because I don't talk easily, or too much. When the truth is that I am just anxious or shy. Two good friends of mine had that impression when they first met me but changed their minds after we got to know each other."
915,@nraishah_ I don't know. Everyday i feel tired. Nothing really excited me anymore. If i get left alone i get sad over nothing. I anxious over something that doesn't happen. One day I'm happy af then a month of roller coaster of mood.
916,only a few more requirements left then finally I can take a break ;-; been really anxious and scared these past few days ;---;
917,i am very anxious but i am simply distracting myself but daydreaming to my comfort album and refreshing twitter every thirty seconds
918,@i1imati All the time. I start getting anxious that they hate me now and I’ll reread the last few messages over and over 😕
919,"Today I thought I would be so anxious, even woke up early to get ready for the anxiety to hit me. But instead I just want to bake some Parmesan Rosemary focaccia and rest my head in Xavia tiddies. Crazy how u can prepare yourself for something that doesn’t even exist"
920,@izzywasfound i hate going to class i get so anxious  and not going jsut makes jt worse
921,I cannot sleep bc im so anxious
922,@cloudeejoonie nothing someone just said something and i got very anxious 💆🏻‍♂️
923,@1989ftdt sigh i get anxious talking to people
924,"@jamiesthiccass1 TY!! IM HELLA ANXIOUS BUT, WE’LL SEE HOW EVERYTHING GOES"
925,y’all ever get anxious and then just fucking spasm
926,"i’m very anxious and sad, pls can y’all send doyoung, winwin or jaehyun pics??? i need it so much rn"
927,@colucci_up only anxious
928,So nervous about tonight don’t want to get anxious about eating
929,"I still have some semi-anxious thoughts, but it’s more that I can recognise that they’re there without having the physical effects of them. So I don’t shake to the point where I can’t eat anymore. Mad."
930,@izzywasfound literally same online classes make so anxious idk why
931,not being anxious anymore and writing my college essay and doing my homework 👍
932,"@AnoxxFunnyman Please, I am experiencing immense and indescribably anxious tendencies and/or feelings hence your very clingy-esque attitude. Please, I do not wish to be referred to as what you call ""pogchamp"". I, instead, require platonic means of trust among others due to my lack of interactio"
933,not knowing what i have to do in my next class makes me very anxious like very anxious  https://t.co/vNdjXiPq41
934,I’m so nervous and anxious 😖
935,It’s too early in the week to be anxious bc of work
936,@paynepo What’s making you anxious?
937,Woke up from a fucked up dream and wanted to punch the fuck out my man.
938,"I get anxious that the barista will judge me for asking for caramel in my coffee, despite the fact that I used to be a barista and have been asked to do some wild shit"
939,ahahahaaaaaaa i’m so anxious
940,"Damn, what can i do about my heartbreak? 😕 Feel no motivation everyday and everynight felt anxious"
941,i’m so anxious 😳  https://t.co/Not2bPVwik
942,@benjamin_leis @katemath so now I'm anxious about math and trying to help kids and constantly second-guessing myself.
943,sometimes i get so anxious that i forget that i’m anxious and then remember all of a sudden then get way more anxious
944,Bitch I’m anxious
945,"i’m so tired. day 10 and i’m back in the buck of stars. i already feel anxious to be working under that boss again, but i’m going to set myself up for a successful day! then only three more work days until my day off. i got this 😤✊🏼"
946,Functioned on 3 hours of sleep today .... I am highly anxious and truly over everything
947,"Im just tired, overwhelmed and anxious"
948,I be getting these random moments where I get hella anxious about becoming a mom
949,We got food and headed to schoo. When we got to schoo everybody was starin and whispering and shit. I got anxious and pulled Von down to me and whispered M- Von ion like this V- like what ? M- all them starin and shit V- let’s give them sum to stare at them.
950,//I'm so anxious for today Ahhh New episode and we dont know when! Or what time.   HNNGHHH this is all I will be thinking about today AHHHHHH.   The anxiety of it all is killing me.
951,Tried to apply for a job in my last field. Started having a panic attack halfway through. I don’t know if I’ll ever be able to go back to IT.
952,I'm absolutely dreading having to go to school today 😔😔😔😔
953,he’s less than five mins away i’m literally so anxious i’m about to ascend
954,"Been hella anxious sitting on this news, but reading this info just simmered me clean out."
955,"I need a way to get high when I'm anxious about doing something I don't want to, specifically for cases where slipping out the house to light a blunt isn't realistic."
956,omg i'm very anxious 🥺
957,"@Peril_in_Pink She kept moving and I was getting so anxious that I would miss it because it is pretty perfect. But she finally stood still. And so far, the tree is still standing."
958,i’m so anxious i can’t deal with this i can’t live like this anymore
959,My life goal is to stop being so anxious about everything. As i sit here having nothing to fear about work while having a mild panic attack that im going to die at work
960,I'm too quiet and socially anxious for this 'school' shit  I stg if I didn't have a panic attack when someone I don't know looks at me I would rule this damn place lkjsdhgkd  I'm so chill when you get to know me but tbh most people have no clue they have classes with me :D
961,why is this making me anxious send help also i should wash it but i’m too afraid to touch it  https://t.co/32BNmYGPVw
962,"Man, I am anxious about going to work today. The Monday after a holiday is always such a clusterfuck."
963,I think my girlfriend fake her orgasm why you girls do that? i always ask her what she like and i do it but she s… — You need to ask her maybe its not you maybe she’s just uncomfortable or anxious and don’t wanna take too long  https://t.co/3ct5a6fQTK
964,I am overwhelmed and incredibly anxious   haha
965,@valentinavee this is me exactly  also autocorrect has more than once switched np to no so I'm overly anxious.   And yet I still send it.
966,@emochn i want to but i just feel anxious to go by bubble sometimes now :(((
967,i hate being so anxious all the tjme
968,but like in a good way yanno? but at the same time i feel anxious but that’s probably because i’m not used to being this calm and happy. like next week i’m working 15 hours and that’s what i’ve been asking for on top of other shit so life is good
969,me feeling anxious while waiting and also trying to do my assignments m great m great 😌😌😌
970,i feel like i'm forgetting smth and it's making me incredibly anxious
971,"@writergirl8 I don't know exactly what I've done, but thank you????? My social anxious ass is happy that society is just going to ignore me from now on 😂"
972,"I really don't know why I feel the compulsory feeling to say this but,  Shit sucks sometimes. But in the grand scheme of the world shit has sucked before. Humans have made it through things like this before. And if you are scared take a look at the moment that you're in."
973,"@mineily_7 Yeah, I should at least put my phone down. Thanks for letting me know I will try to be less anxious 🥺"
974,@vegix Anxious AF
975,i’m so anxious i’m so anxious i’m so anxious i’m so anxious
976,idk why but i feel so anxious and scared but for no reason at all
977,I’m so anxious 💔
978,"@inkandpaintdept @EPCATDork Benadryl, NyQuil, Codeine don't make me sleep. They make me anxious, hyper, feeling like I should go climb walls, can't sit still, can't sleep, etc"
979,"Lord i feel so tired, unmotivated, sad, anxious and everything in between. None of these vacation trips, and hours of sleep can take it away...idk :--(("
980,@ItsMehuManne Eh. I woke up really anxious. dunno why
981,i’m so stressed and anxious and work sucks so much right now i want to cry
982,"https://t.co/lO7hOkJOt2  hi ,, feel free to send things if you don’t mind , i’m a bit anxious ;~;"
983,@YelIowPearI I woke up feeling anxious this morning....
984,Imagine having an exam in two days and being unable to study because you are too anxious; please help how to I stop my hands from shaking too much
985,I am capable of controling my emotions with great success. Except when it comes to anxiety.   I am angry? You will never know. Sad? Good luck figuring out. Happy? You cannot tell.  But anxious? You can tell from just looking at me even for a moment.
986,"My psychiatrist, busy as she is tried her best to fit me into her schedule tomorrow.  As much as I'm looking forward to meeting her, I mostly feel numb."
987,damn evryone is so anxious including me and i know our boys are too. bb just drop that chart already. dont do this.
988,I feel so anxious this morning
989,@VPUPgh @LLinWood @RightonR So I've been told. I guess I'm just anxious for some unqualified good news.
990,Forever anxious to continue ranking in wr because riot just showed me how powerful their matchmaking is by teaming me up with unranked players while im on my promos 😃👍
991,"@microbio95 Nah women should, but I am still annoyed"
992,"@garmeryo Huhuhu ya gitu, I'm tired of starting my day by feeling anxious every single morning :("
993,This is a good thread. As someone who has learned that my attachment style is Anxious-Avoidant/Ambivalent due to upbringing - this is important information.
994,I'm gonna drown my sorrow with lot's of coffee even though caffeine doesn't mix well with my medication and will give me more anxious reactions hahahaha RIP Vadeyy 😅 ⚰️  https://t.co/glABbvcJLo
995,so anxious about my future 😑
996,@blackstigma52 hella anxious 😭😭😭😭
997,@lustaetae ur making me anxious
998,"Super anxious for committee meeting this week, which will likely determine whether Im ready to defend and graduate in the next several months. AHHHHHHH 😱 😭 #almostPhinisheD #gradschoollife  https://t.co/gwHaSgxrBk"
999,being in a car make me so anxious
1000,people will block you for you making them uncomfortable and not even tell you what you did to make them uncomfortable  like do you expect them to read your mind? your literally just causing people to get anxious cause you dont want to tell them what they did that made you
1001,This year I’ve probably been more anxious and on edge than I’ve ever experienced throughout my whole life. And that shit doesn’t let me eat either. I’m exhausted.
1002,"@HEROINNIT hi dunno if i'll help but hopefully you'll feel calmer !! anxious and paranoid is not good vibes, but uh maybe comfort streamers will help? idk !! uh cherries 🍒"
1003,"@megglemello Hell yea definitely same here, except for day that I wake up anxious then I need that indica to chill me out 😆"
1004,"@SusanJayne_ Back then if I felt any bodily pain I was like whatever but now I feel something small and I think  Oh man, this is not good at all"
1005,I hate being so anxious that I end up nauseous
1006,"im feeling anxious again, but why????"
1007,Yo I am like constantly anxious about money and have no fucking clue what I'm doing with my life. Should I just buy a camping van and run away?
1008,I hate it here I’m so anxious rn
1009,Feeling so damn anxious this morning
1010,I'm back at work for an hour and a half after a week vacation and I'm already anxious. 2020 can go to hell.
1011,im getting anxious
1012,feeling kind of anxious right now :( could anyone reply with a nice message or just a pic of ariana or sofia or dara or zendaya to make me feel better🥺
1013,I'm so anxious.
1014,@bbynezza Woke up so anxious this morning. This is just what I needed to hear. Thank you Nezza 🥺💕
1015,"@MoonPicture2 weed, but that might be hard to pull off... like i legit have no clue what im anxious over everything is exactly as horrible as normal what is there to be anxious over"
1016,nothing bothers me more than waiting for an appointment or a timed thing. I'm just sitting around anxious i'll miss it or i'll miss the time to leave or i'll leave too late or i'll forget or whatever... another #ADHD trait that isn't advertised
1017,"People can't see the scars of emotional abuse. So, even if you tell them you're hurting, they won't believe you. Because there's no physical evidence.  Years of emotional trauma and abuse, the only scar I have is from me cutting myself."
1018,I always wish my life isn't so fucked up.  Maybe getting physically abused and then getting to run away &amp; leave your abuser for good is better than being mentally &amp; emotionally abused your whole life.  I was given up for adoption to avoid being physically abused.
1019,"Ever since that phone call yesterday afternoon, I'm always on the verge of crying or tears will threaten to fall whenever I turn my back from other people.   When I'm alone, I sometimes feel my panic attack just hovering there on the precipice waiting to be unleashed."
1020,"@SitraSerpentine Yeah it does and it takes a LOT of mental work to unlearn those things. I still get confused and anxious about things that go against the ""programing"" of my younger days."
1021,i get anxious reading this because idk if ones about me 🧍 HHH
1022,My periods are 5x worse when I’m anxious
1023,As if Im not anxious enough thanks
1024,"@JusticesHost —strands; trying to get him to pull back as his thighs trembled. He 𝐰𝐨𝐮𝐥𝐝𝐧´𝐭 allow this be over so soon, even though he had been an anxious mess over being caught in such a position. If Anders wanted this to last, he needed to pull away—"
1025,I disowned my own family. Don’t think I won’t yeet you out of my life too
1026,I really need to call the dentist but I hate calling them ughhh why do I have to be so socially awkward and anxious
1027,Im so anxious rn
1028,@music_obsess @LSupdated idk i’m just really anxious and stressed abt school and i’ve been having these headaches a lot recently and i’ve been having a lot of trouble eating but that’s it
1029,"ah i love attention when i don't have it but when i do, i get all anxious and want to just run from it. just me?"
1030,tw // anxiety   i couldnt sleep. i alr slept minuets ago and i woke up feeling so anxious. idk why..
1031,"I'm anxious, obviously."
1032,@taebokkiii they are having a good time while we are anxious
1033,Anyone else feel oddly on edge this morning? Like kind of anxious and irritable but for seemingly no reason.
1034,@justyarni IM SORRY I GET ANXIOUS AT TIMES
1035,i woke up so anxious today but @gabcake i feel like that commercial just took all of it away. gab always comes at the right times 🥺🤍
1036,"I can be either giddy and starry-eyed or anxious and self-doubting, there's nothing in between, my mind knows no other state and can't decide which one to enter right now.  I'd love to distract myself by creating some content, but I'm tired after working quite a lot."
1037,"@lwzgg ahh just thinking about that (if i were in your position) makes me anxious 😳 i guess there's a lot of things to consider like how many years are you ok with putting into this, ease of seeing loved ones, but also how far north like my brain is thinking nunavut or sumn ?!"
1038,"feeling anxious as hell, pls drop pics of my comfort characters / people, or anything comforting helps tbh"
1039,the worst thing i have ever done was starting to read a @minjiiminie au WHILE it’s being written bc i just cANT GET ENOUGH AND I AM SO ANXIOUS JESUS CHRIST
1040,Getting anxious
1041,I hate how anxious I get whenever I post pictures of myself
1042,"once I put my Christmas tree up, I spend every day I'm at work anxious to get home, plug in the lights, and stare at it"
1043,i always get so anxious at the end of the semester
1044,@LSupdated It’s my first day back to school and i am an anxious reck
1045,stoned and anxious
1046,@mikrokostosh im anxious if anyone will read it jdfkhnskdjfdfsd
1047,"@M_daniaxxx yes it's alright, just a lot of assignments it's making me a little anxious but it's gonna be okay, how about you?"
1048,@alycebh Thank you. I spent a few hours anxious vomiting but did get some sleep.
1049,"replying messages, going out to school, or just simply outside the house, has becoming hard lately, i feel too anxious to meet people's eyes and expectation, it's been hard but i'm not sad??? i just found my hands cold and sweats and tremble each time i am forced to do those."
1050,"but sometimes i feel too anxious that i started to tremble and had cold sweats each time i woke up from my sleep, like something is bothering me, but i don't know which one. i am getting overwhelmed by the feeling of worries and fear, i'm draining, by my own talks with myself."
1051,I feel like half of 2018 and all of 2019 was spent making myself more confident and less anxious so I could be the social butterfly I’m meant to be but I feel like I’ve lost almost all of that progress🥴 god I’m gonna have to revert to being drunk all the time again huh
1052,My tl is making me anxious now. Up till now I was able to control myself. 😔🎻
1053,Am I shaking because I’m anxious or because my room is absolutely freezing????? find out next week on What The Hell Is Happening To Me
1054,Nookazon has taught me that I’m so socially anxious virtually like take my recipe and then leave plz 😭  #ACNH #nookazon  https://t.co/SH0NNvDJMh
1055,I AM SO ANXIOUS
1056,@jmngoeson i feel u 😔😭😭 just the thought of taking part makes me so anxious
1057,"Every one sees  the attitude issues i have,but they never seek the reason why?  I am insecure.I am anxious all the time.I feel like crying but I have to hold it in.I am frustrated.I am tired.I want to be loved and respected.I have a bad attitude cos I am done with everyones shit!"
1058,I even feel somewhat awkward around Nay again and she’s my best friend in the entire world like no one knows me better than her except myself so why do I feel so anxious and uncomfortable shdjdjk
1059,anxious but bored
1060,"@TheVibrantSkye Ahhh that's cool I'm glad you enjoyed it, I wasnt I cloud 9 I was just super shy and anxious lol, I barely spoke then as I've said before the big ice breaker. 4 minutes in she said the word cock I just burst out laughing lol😂😂😂🙈"
1061,I’m so anxious i feel like today is going by soooo slow..
1062,@alleahtheguru I just started writing in a journal whenever I feel anxious or start overthinking &amp; it’s been life changing! Especially cuz as an Aquarius I feel like ppl don’t really understand me. I’m too real for my own good
1063,"@Fusionworkgames @MicaBurton I feel you on that, I got anxiety too and try to get lost in the game. I sort of feel better over time knowing I put myself out there and nothing bad happened. That kind of perseverance seems to train the anxious feelings away. It's messy but kinda therapeutic."
1064,"dating after narcissistic abuse is hard. my brain has associated the intense emotions of feeling anxious &amp; paranoid &amp; like I’m gonna have a panic attack 24/7 with the feeling of being in ‘love’, so now I don’t know how/if I fancy someone and if it’s genuine. how do I fix my brain"
1065,@jong_silhouette socially anxious me could NEVER  https://t.co/ImMrrGatVA
1066,"@KeepCancrClassy That’s revolting. I’m still in daily treatment and am always anxious having to be at the hospital every day during this pandemic. I don’t know how diligent the staff and patients are, or their social circles. This coming from a nurse is terrifying."
1067,@mubangtan I am anxious too. 😭😭
1068,I swear I feel like I’ve just thrown my whole life away by how shy and anxious I get
1069,12:15 am  feeling  disappointed  anxious  &amp; insecure  i wanna cry and vomit wtf
1070,I now identify as a ball of anxiety. Please refer to me as anxious for all pronouns. Thank you.
1071,I'm anxious..omg omg
1072,@merkabai Sometimes it makes me anxious thinking about smoking.
1073,@910NLYANGEL he is still anxious and not promoting himself enough😭😭
1074,i keep getting anxious for no reason
1075,"I’m so anxious, so here’s Yoongi singing to calm my nerves. Oh, and it’s officially TaeJin’s month too.  https://t.co/WlsCZPE2JE"
1076,bubs friends think i am weird for having dis twitter ;-; it rlly makes me feel insecure and anxious.
1077,I am at my university one hour before exams starts but I am the only one and that makes me anxious. Already checked the date and the room number 10 times bug still.
1078,I haven’t fucking eaten in god knows how long and i know I’m only gonna feel worse if I don’t eat but I’m wayyyyyy to anxious and stressed out to eat. Plus we have like only two bowls and I’m gonna cry if another fucking fruit fly gets in my space while I’m trying to clean
1079,"I mean I too have experienced a great deal of anxiety about when I could cash my paycheck  Thing is, it wasn't a check containing millions of dollars of insider trading $, and I was anxious bc I need to eat, not bc I wanted to avoid detection by federal authorities"
1080,i'm an anxious ball rn
1081,@MioNara24 I am just a bit anxious 😦 but I will be good! Thanks for caring ♥️
1082,@vegix Anxious af..
1083,I’m so uneasy and anxious today.
1084,@olissimproom I am too anxious of a bean to flirt usually but I will do my best!
1085,"currently in my first day of school, i feel so shaky and nauseous lol"
1086,trying to get this into my anxious ass mind (:
1087,hey pls dont ratio or reply on priv it makes me anxious :/
1088,@midluuna A lil anxious today but good besides that! Wbu? :)
1089,Me when I face/talk to people today: 😊😄😀😁😆🤣🤭  Me when people can't see my face/when I'm alone today: 😔😐😟🙁😞😢😢  Pretending to be happy is exhausting.
1090,my mom just sent me a paragraph on how she’s proud if me because she knows i’m anxious about school and kinda getting into another really bad insomnia wave.  brb gonna cry in the middle of class &lt;/3 /pos
1091,I'm anxious bc of so many things rn
1092,"I am in a bad mood. I am v stressed, v anxious, my head v hurts, and I think my mother is going to yell at me.  That's all."
1093,I was anxious so
1094,kinda wanna socialize again w my friends but i feel awkward and anxious  https://t.co/RuhiqufmxU
1095,Had to send an email to my teacher.. feeling: anxious
1096,day two of being extremely anxious ab chapter 89 hi could someone drop pics of sskk or skk thx  https://t.co/wTKWewjbow
1097,"Me, trying to explain why I am chronically anxious: I just really don't like uncertainty   My husband: I'm not convinced you like certainty either"
1098,i'm so goddamn anxious
1099,"Wake up at 7 to feed cats Make coffee, think about breakfast Don’t want to eat because ??? (Probably depression) 11am start to feel anxious, eat something shitty so I can take my meds Feeling too anxious, panic attack, smoke weed, feel guilty about it  And repeat."
1100,waiting makes me anxious
1101,I’m so anxious about today ughhh
1102,Im so anxious today im shaking
1103,"Sometimes I forget how old I am until I go to Facebook and see people I went to high school with getting married, having their 2nd and 3rd children. Then I get anxious because I don't want any of that stuff, but it's also like what am I doing."
1104,Today is my last day smokin till Christmas 😕 Nd I’m anxious af
