,tweet
578,"['im', 'fucking', 'trapped', 'helpless', 'i', 'do', 'not', 'know']"
579,"['i', 'know', 'there', 's', 'wrong', 'i', 'am', 'helpless']"
580,"['never', 'felt', 'helpless']"
581,['kill']
582,"['hate', 'feeling', 'helpless', 'shit', 'annoying', 'fuck']"
583,"['sure', 'feel', 'anxious', 'today']"
584,"['v', 'anxious', 'v', 'sad']"
585,"['im', 'anxious', 'afffffffffffffffffffffff']"
586,"['i', 'afraid', 'talk', 'feelings', 'i', 'know', 'people', 'angry', 'worried', 'so', 'despite', 'feeling', 'anxious', 'time', 'i', 'talk', 'it', 'i', 'worry', 'i', 'will', 'worse', 'time', 'know', 'why']"
587,"['oh', 'gof', 'im', 'anxious', 'rn', 'thatsss', 'cut']"
588,"['i', 'feel', 'anxi']"
589,"['woke', 'anxious', 'af', 'dark']"
590,"['sitting', 'fucking', 'anxi']"
591,"['i', 'm', 'anxious', 'i', 'want', 'feel', 'better', 'talk', 'whatever', 'i', 'joy', 'feeling', 'way', 'i', 'flip', 'switch', 'feel', 'good', 'positive', 'i', 'heartbeat']"
592,['anxious']
593,"['im', 'anxious', 'suck']"
594,"['i', 'm', 'socially', 'inept', 'anxious', 'internet']"
595,"['trying', 'anxious']"
596,"['i', 'anxious', 'stupid', 'shit']"
597,"['idk', 'im', 'anxious', 'rn', 'help']"
598,"['i', 'anxious', 'today']"
599,"['anxious', 'lol']"
600,"['i', 'sad', 'anxious', 'evening']"
601,"['im', 'anxious', 'right', 'about', 'what', 'i', 'dont', 'know', 'i', 'w']"
602,"['feel', 'anxious', 'today', 'cannot', 'focus', 'do', 'not', 'wanna']"
603,"['i', 'entire', 'week', 'relax', 'why', 'i', 'anxious']"
604,"['feeling', 'anxious', 'youre', 'sick', 'stomach', 'great', 'feeling', 'do', 'recommend']"
605,"['im', 'anxious', 'fat', 'ugly', 'lonely', 'dumb']"
606,"['im', 'anxious', 'i', 'feel', 'like', 'im', 'gonna', 'pass']"
607,"['im', 'anxious', 'rn']"
608,"['im', 'so', 'anxi']"
609,"['im', 'anxi']"
610,"['anxious', 'hell', 'today', 'reason', 'hehhee', 'mental', 'il']"
611,"['im', 'anxious', 'rn', 'i', 'feel', 'like', 'shit']"
612,"['feel', 'v', 'weird', 'anxi']"
613,"['wanna', 'fight', 'im', 'anxious', 'emot']"
614,"['i', 'dont', 'understand', 'myself', 'i', 'dont', 'like', 'lonely', 'makes', 'sad', 'people', 'makes', 'anxious', 'uncomfortable', 'overwhelmed', 'wtf', 'this', 'what', 'i', 'supposed', 'do']"
615,"['anxious', 'lately', 'honestly', 'rip', 'strand', 'hair', 'head', 'feel']"
616,"['i', 'anxious', 'i', 'want', 'di']"
617,"['im', 'getting', 'anxious', 'aaaaaaaaaaaaaaaa']"
618,"['i', 'am', 'anxious', 'stressed', 'thati', 'am', 'starting', 'break', 'hives', 'body', 'fun', 'spend', 'hours', 'plan']"
619,['anxiou']
620,"['feel', 'anxi']"
621,"['soooo', 'anxi']"
622,"['woke', 'anxi']"
623,"['woke', 'anxious', 'fuck', 'today', 'thats', 'fun']"
624,"['u', 'know', 'u', 'breathe', 'cuz', 'ur', 'hella', 'anxi']"
625,"['be', 'anxious', 'heart']"
626,"['i', 'turned', 'anxious', 'mess']"
627,"['feel', 'anxi']"
628,"['ive', 'anxious', 'lif']"
629,"['reading', 'things', 'ptsd', 'getting', 'anxious', 'bc', 'relate', 'lol', 'need', 'professional', 'help']"
630,"['im', 'anxious', 'fuck']"
631,"['i', 'm', 'anxious']"
632,"['anxious', 'rn']"
633,"['feeling', 'anxi']"
634,"['feel', 'fucking', 'anxious', 'escape', 'room']"
635,"['could', 'anxi']"
636,"['too', 'anxious', 'moment', 'need', 'tomorrow', 'with', 'to', 'consequences', 'fuck', 'are']"
637,"['so', 'fed', 'feeling', 'sad', 'anxious', 'time']"
638,"['i', 'anxious', 'kill', 'me']"
639,"['oh', 'today', 'good', 'day', 'im', 'feeling', 'anxious', 'fuck', 'im', 'gonna', 'snap']"
640,"['im', 'literally', 'anxious', 'im', 'going', 'sick', 'its', 'going', 'days', 'relief']"
641,"['anxious', 'feeling']"
642,"['so', 'i', 'feel', 'anxi']"
643,"['feel', 'anxious', 'worri']"
644,"['so', 'im', 'anxi']"
645,"['idk', 'i', 'woke', 'anxious', 'today']"
646,"['canr', 'tell', 'im', 'anxious', 'bc', 'wouldnt', 'understand', 'bother', 'bc', 'god']"
647,"['anxious', 'suck']"
648,"['i', 'anxi']"
649,"['i', 'wake', 'anxious', 'af']"
650,['nan']
651,"['believed', 'inherently', 'lucky', 'im', 'sagittarius', 'am', 'lol', 'and', 'think', 'im', 'gna', 'jinx', 'thats', 'works', 'im', 'divine', 'blessed', 'depressed', 'doesnt', 'help']"
652,"['modern', 'loneliness', 'depressed', 'yea']"
653,"['yea', 'thanks', 'reminder', 'year', 'anniversary', 'loosing', 'home', 'horses', 'lilac', 'fire', 'imagine', 'im', 'depress']"
654,"['tell', 'you', 'ive', 'super', 'busy', 'lately', 'mean', 'ive', 'falling', 'asleep', 'couch', 'avoid', 'bed', 'depress', 'drag', 'b']"
655,"['i', 'wake', 'up', 'alone', 'spend', 'time', 'work', 'alone', 'work', 'people', 'feel', 'alone', 'come', 'home', 'house', 'spend', 'time', 'bed', 'alone', 'sleep', 'alone', 'i', 'wonder', 'i', 'am', 'depressed']"
656,"['where', 'life', 'alert', 'depression', 'likeeeee', 'help', 'im', 'depressed', 'bed']"
657,"['yeah', 'im', 'depressed', 'd', 'epressed', 'fe', 'e', 'ling', 'bad', 'p', 'oopie', 'r', 'eally', 'fucking', 'apathetic', 'ev', 'e', 'n', 'worse', 's', 'ad', 's', 'earching', 'live', 'e', 'vil', 'd', 'ead', 'insid']"
658,"['admittingly', 'weeks', 'ago', 'i', 'depressed', 'with', 'daily', 'crippling', 'anxiety', 'i', 'veer', 'socmed', 'while', 'my', 'anxiety', 'bad', 'i', 'app', 'remind', 'breathe']"
659,"['im', 'depressed', 'like', 'notice', 'love', 'ba']"
660,"['so', 'true', 'banter', 'response', 'depressed']"
661,"['guys', 'feel', 'depressed']"
662,"['i', 'understand', 'pandemic', 'i', 'blessed', 'job', 'i', 'home', 'good', 'lord', 'i', 'got', 'masters', 'degree', 'work', 'customer', 'service', 'live', 'childhood', 'bedroom', 'no', 'wonder', 'im', 'depressed', 'aside', 'pandemic', 'and', 'depression', 'anxiety', 'disorder']"
663,"['u', 'dont', 'understand', 'how', 'badly', 'i', 'need', 'to', 'move', 'to', 'new', 'york', 'city', 'im', 'depressed', 'its', 'the', 'only', 'way', 'i', 'stand', 'a', 'chance', 'to', 'meet', 'justin']"
664,"['birthday', 'im', 'depress']"
665,"['god', 'snowing', 'im', 'actually', 'depressed', 'its', 'st', 'december', 'korea', 'makes', 'worse', 'me']"
666,"['when', 'telling', 'patient', 'youre', 'impatient', 'depressed', 'day', 'goes', 'super', 'slowly', 'causes', 'anxiety', 'sky', 'rocket']"
667,['depress']
668,"['idk', 'people', 'knew', 'irl', 'follow', 'follow', 'liking', 'tweets', 'tbh', 'like', 'hello', 'yes', 'depressed', 'like', 'ik', 'shit', 'ur', 'tl']"
669,"['depressed', 'im', 'hot']"
670,"['loser', 'depress']"
671,"['what', 'kind', 'sick', 'freak', 'isnt', 'horribly', 'depressed', 'holiday']"
672,"['every', 'day', 'depress']"
673,"['my', 'job', 'reason', 'i', 'am', 'depress']"
674,"['so', 'i', 'am', 'unemployed', 'broke', 'autistic', 'bpd', 'depressed', 'i', 'am', 'typical', 'useless', 'man', 'tch', 'if', 'i', 'would', 'foresight', 'born', 'nice', 'normal', 'parents', 'lots', 'money', 'oh', 'well', 'better', 'luck', 'time']"
675,"['depressed', 'i', 'everyday']"
676,"['this', 'morning', 'i', 'depressed', 'wondering', 'i', 'day', 'seeing', 'im', 'winner', 'theyve', 'cheered', 'seeing', 'kind']"
677,"['depressed', 'amirit']"
678,"['and', 'today', 's', 'episode', 'why', 'do', 'not', 'i', 'bed', 'am', 'i', 'depressed', 'lazy', 'the', 'world', 'know']"
679,"['i', 'depressed', 'lost', 'soul']"
680,"['i', 'maybe', 'depressed', 'mentally', 'ill', 'traumatised', 'piece', 'shit', 'i', 'have', 'posted', 'picture', 'holding', 'someone', 's', 'hand', 'petit', 'sunset', 'biscuit', 'playing', 'background', 'i', 'live', 'shit']"
681,"['idk', 'lately', 'ive', 'feeling', 'super', 'down', 'stressed', 'depressed', 'everytime', 'i', 'look', 'i']"
682,"['feeling', 'oddly', 'depressed', 'today', 'amp', 'theo', 'crawled', 'bed', 'amp', 'starts', 'kissing', 'face', 'knows']"
683,"['im', 'depressed', 'good', 'energetic', 'mood', 'is', 'this', 'alchemy']"
684,"['mom', 'wakes', 'bc', 'works', 'home', 'i', 'wake', 'bc', 'i', 'am', 'depress']"
685,"['pooh', 'pathology', 'test', 'diagnosed', 'depressed', 'autist']"
686,"['im', 'open', 'advocacy', 'mental', 'health', 'i', 'forget', 'im', 'depressed', 'as', 'fuck', 'like', 'im', 'sad', 'tired']"
687,"['depressed', 'gay']"
688,"['im', 'legitimately', 'fucking', 'depressed', 'i', 'never', 'togami', 'perfume', 'i', 'smel']"
689,"['aint', 'tht', 'bad', 'fuck', 'i', 'feel', 'like', 'im', 'wasting', 'life', 'depress']"
690,"['being', 'depressed', 'read', 'comics', 'weirdest', 'frustrating', 'experience', 'happened', 'like', 'me', 'and', 'happens', 'way', 'often']"
691,"['guys', 'idk', 'i', 've', 'depressed', 'quiet', 'i', 'am', 'quiet', 'happy', 'today', 'idk', 'maybe', 'cuz', 'eat', 'ice', 'cream', 'anyways', 'good', 'day', 'afternoon', 'night', 'right']"
692,"['i', 'idea', 'going', 'me', 'i', 'feel', 'depressed', 'poss']"
693,"['i', 'think', 'today', 'i', 'close', 'breaking', 'point', 'i', 'praying', 'hopes', 'idk', 'ill', 'grant', 'given', 'wishes', 'truly', 'depress', 'right', 'now']"
694,"['not', 'mopey', 'i', 'demotivated', 'depressed', 'i', 'am', 'fed', 'w']"
695,"['depressed', 'eating', 'week']"
696,"['it', 's', 'kinda', 'reason', 'i', 'wanna', 'artist', 'also', 'kiss', 'scene', 'bubbline', 'realize', 'i', 'am', 'gay', 'and', 'i', 'feel', 'anxious', 'depressed', 'i', 'like', 'watch', 'at', 'help', 'feel', 'better', 'it', 's', 'helped', 'lot', 'way']"
697,"['anyways', 'ayyy', 'im', 'depressed', 'getting', 'shit']"
698,"['i', 'shut', 'social', 'media', 'awhile', 'i', 'am', 'depress']"
699,"['depressed', 'cba', 'different', 'food', 'leav']"
700,"['depressed', 'im', 'listining', 'nf']"
701,"['im', 'depressed', 'lazy', 'shower', 'floor', 'usually', 'kinda', 'gross', 'specific', 'areas', 'i', 'wouldnt', 'want', 'lt', '3']"
702,"['have', 'seen', 'kevin', 'loves', 'interviews', 'lebron', 'left', 'cleveland', 'he', 'severely', 'depressed', 'real', 'hoopers', 'know', 'it', 'is', 'lebrons', 'calls', 'jus', 'like', 'wit', 'it', 'cleveland', 'brung', 'dudes', 'there', 'won', 'left', 'fucked', 'contract']"
703,"['getting', 'ready', 'th', 'tailored', 'therapy', 'session', 'yr', 'old', 'germany', 'last', 'week', 'told', 'worried', 'amp', 'depressed', 'sessions', 'is', 'not', 'more', 'she', 'said', 'i', 'think', 'need', 'different', 'stages', 'forward']"
704,"['im', 'literally', 'depressed', 'anymor']"
705,"['young', 'dumb', 'depress']"
706,"['man', 'i', 'feeling', 'good', 'guess', 'gotta', 'horny', 'adnd', 'depress']"
707,"['you', 'want', 'depressed', 'abi']"
708,"['why', 'am', 'i', 'always', 'on', 'twitter', 'when', 'im', 'depress']"
709,"['sent', 'sis', 'messages', 'twitter', 'wanting', 'die', 'depressed', 'regret', 'seen', 'delete', 'shell', 'sent', 'delet']"
710,"['he', 'got', 'depress']"
711,"['my', 'parents', 'depressed', 'puts', 'depression', 'time', 'i', 'talk', 'them', 'theres', 'positivity', 'shit', 'theres', 'left']"
712,"['im', 'sure', 'im', 'depressed', 'i', 'mean', 'im', 'sad', 'but', 'im', 'exactly', 'happy', 'either', 'i', 'laugh', 'joke', 'smile', 'day', 'but', 'im', 'night', 'i', 'forget', 'i', 'feel']"
713,"['thats', 'normal', 'fact', 'theres', 'like', 'year', 'gap', 'starting', 'point', 'nearly', 'rank', 'makes', 'depress']"
714,"['im', 'depress']"
715,"['im', 'sorry', 'i', 'didnt', 'follow', 'cuz', 'sh', 'trigger', 'bio', 'depressed', 'ass', 'handle', 'pics', 'sh', 'cuz', 'hard', 'stay', 'away', 'it', 'im', 'sorry', 'i', 'hope', 'yall', 'bett']"
716,"['ive', 'depressed', 'life', 'everything', 'hits', 'once', 'i', 'told', 'person', 'im', 'actually', 'going', 'through', 'bc', 'im', 'guarded', 'idk', 'im', 'going', 'year']"
717,"['same', 'happening', 'me', 'we', 'students', 'depress']"
718,"['year', 'forget', 'seasonal', 'depression', 'obliterates', 'ass', 'yearly', 'year', 'im', 'surprised', 'im', 'depressed', 'season']"
719,"['today', 'im', 'feeling', 'happy', 'love', 'not', 'mean', 'im', 'getting', 'work', 'no', 'when', 'comes', 'work', 'i', 'depressed', 'easily', 'distracted', 'phone', 'hence', 'im', 'tweeting', 'i', 'answering', 'emails']"
720,"['working', 'amazon', 'depressed', 'i', 'h']"
721,"['swear', 'i', 'need', 'snap', 'fuck', 'it', 'i', 'worked', 'fucking', 'hard', 'sad', 'depressed', 'anything']"
722,"['i', 'need', 'shake', 'bitch', 'ass', 'depressed', 'mood']"
723,"['man', 'depress', 'fahking', 'reason']"
724,"['all', 'i', 'have', 'depressed', 'emotionally', 'constip']"
725,['depress']
726,"['i', 'dont', 'mean', 'confusion', 'cute', 'quirky', 'way', 'thought', 'lost', 'mind', 'depressed', 'weird', 'extra', 'miserable', 'having', 'hard', 'time', 'leading', 'assumed', 'finally', 'lost', 'it']"
727,"['i', 'shamed', 'able', 'first', 'it', 'seriously', 'depressed', 'i', 'tried', 'hard', 'second', 'amp', 'didnt', 'work', 'either', 'like', 'i', 'failed', 'nature', 'amp', 'kid', 'nurses', 'room', 'w', 'feel', 'worst', 'having', 'baby']"
728,"['time', 'shit', 'like', 'makes', 'sad', 'bc', 'makes', 'remember', 'society', 'set', 'burnt', 'depressed', 'doesnt', 'bett']"
729,"['tw', 'depression', 'i', 'feeling', 'depressed', 'grandad', 'died', 'im', 'scared', 'tell', 'i', 'pretend', 'im', 'ok', 'im', 'know', 'depressed', 'check']"
730,"['im', 'depressed', 'stardew', 'valley', 'character', 'sleeping', 'entire', 'months', 'away', 'activities', 'app']"
731,"['so', 'sad', 'depressed', 'no', 'knows', 'cause', 'i', 'push', 'emotions', 'down', 'but', 'it', 'is', 'eating', 'up', 'lol']"
732,"['omg', 'im', 'depressed', 'everytbing', 'want', 'corona', 'depressed', 'th']"
733,"['i', 'apprehend', 'pronounce', 'fact', 'i', 'going', 'bed', 'replying', 'goodnight', 'i', 'depressed']"
734,"['depressed', 'asf', 'tonight', 'order', 'got', 'cancelled', 'card', 'expired', 'used', 'card', 'expired', 'original', 'release', 'date', 'items', 'are', 'not', 'store', 'anymor']"
735,"['broken', 'depressed', 'i', 'feel', 'i', 'think', 'actual', 'winters', 'my', 'kids', 'both', 'native', 'floridians', 'begging', 'snow', 'i', 'am', 'like', 'it', 's', 'great', 'i', 'promise', 'you', 'i', 'think', 'i', 'hate', 'cold', 'single', 'thing', 'earth']"
736,"['yall', 'slam', 'word', 'depression', 'actually', 'clinically', 'depressed', 'anytim']"
737,"['in', 'fact', 'depress']"
738,"['worst', 'is', 'possibly', 'insanely', 'depressed', 'suicidal', 'and', 'checked', 'im', 'sure', 'dont', 'blood', 'clots']"
739,"['barely', 'man', 'depress']"
740,"['depressed', 'month']"
741,"['im', 'confused', 'depress', 'fr']"
742,"['not', 'mention', 'ppl', 'like', 'relate', 'coz', 'aint', 'sunshine', 'pls', 'women', 'sad', 'too', 'women', 'depressed', 'problems', 'care', 'women', 'cheerful', 'bright', 'smh']"
743,"['gotta', 'love', 'coming', 'shower', 'feeling', 'depressed', 'letting', 'mind', 'wander', 'umpteenth', 'time', 'existential', 'dread', 'fun']"
744,"['ayo', 'who', 'is', 'depressed', 'horny', 'rn']"
745,"['also', 'im', 'depressed', 'okay', 'listen', 'makes', 'happi']"
746,"['i', 'unproductive', 'being', 'i', 'am', 'depressed', 'having', 'handwork', 'staying', 'iddle', 'disastrous', 'i', 'nid', 'money', 'buy', 'shoe', 'makin', 'machine', 'vry', 'important', 'a', 'hardwork', 'i', 'amp', 'many', 'feeds', 'frm', 'life', 'of', 'a', 'jobless', 'graduate', 'quite', 'egregious', 'pls', 'help']"
747,"['thats', 'it', 'im', 'going', 'back', 'to', 'the', 'gym', 'today', 'and', 'gonna', 'stop', 'being', 'so', 'damn', 'depress']"
748,"['depressed', 'can', 't', 'beat', 'this']"
749,"['depressed', 'kid']"
750,"['bro', 'i', 've', 'depressed', 'like', 'fuck', 'character', 'development', 'stop', 'horny', 'making', 'stupid', 'decisions', 'it', 'is', 'boring', 'like', 'literally', 'u', 'written', 'note']"
751,"['online', 'school', 'depress']"
752,"['yo', 'we', 'depressed', 'depress']"
753,"['depressed', 'af']"
754,"['woke', 'little', 'depressed', 'usual', 'today']"
755,"['weeks', 'fee', 'depress']"
756,"['senior', 'year', 'easy', 'rlly', 'hard', 'im', 'depressed', 'bc', 'certified', 'nd', 'college', 'credit', 'tim']"
757,"['i', 'feel', 'depress']"
758,"['making', 'plans', 'waking', 'fucking', 'depressed']"
759,"['false', 'i', 'am', 'depressed']"
760,"['i', 'tell', 'i', 'dont', 'feel', 'depressed', 'mix', 'both']"
761,"['can', 'tell', 'people', 'mean', 'i', 'depress']"
762,"['i', 'depressed', 'exhaust']"
763,"['the', 'bitch', 'depressed', 'the', 'bitch', 'me']"
764,"['depressed', 'bcs', 'nct', 'came', 'end']"
765,"['grams', 'isnt', 'depressing', 'stay', 'bed', 'day', 'lmao', 'i', 'depressed', 'thats', 'i', 'staying', 'bed', 'hahahaha', 'p']"
766,"['the', 'upper', 'classmen', 'boat', 'about', 'graduate', 'unstable', 'economy', 'changing', 'paths', 'midstream', 'accommodate', 'possible', 'job', 'prospects', 'they', 'isolated', 'depressed', 'its', 'bad', 'around']"
767,"['im', 'hurt', 'im', 'gone', 'im', 'angry', 'im', 'sad', 'im', 'depressed', 'im', 'im', 'lonely', 'im', 'don']"
768,"['its', 'fucked', 'people', 'think', 'internet', 'people', 'depressed', 'suicidal', 'fuck', 'internet', 'fuck', 'heart', 'love', 'world', 'idgaf', 'bored', 'laughs', 'likes', 'i', 'heart']"
769,"['maybe', 'im', 'depressed', 'i', 'love', 'good', 'rainy', 'monday']"
770,"['i', 'depressed', 'year', 'lot', 'things', 'happened', 'familys', 'christmas', 'ruined', 'help', 'poor', 'sister', 'drew', 'i', 'smile', 'face', 'buying', 'amazing', 'christmas', 'present', 'i', 'wrote', 'poem']"
771,"['lately', 'feeling', 'depressed', 'sad', 'feel', 'numb', 'lost', 'i', 'do', 'not', 'want', 'talk', 'all', 'i', 'want', 'sleep', 'till', 'gets', 'good']"
772,"['tell', 'u', 'im', 'depressed', 'wanna', 'kms', 'leave', 'home', 'please', 'dont', 'tell', 'talk', 'mom', 'cuz', 'shes', 'dominican', 'tell', 'shut', 'fuck', 'eat', 'rice', 'beans', 'th', 'day', 'row']"
773,"['depressed', 'attack']"
774,"['looking', 'forward', 'growing', 'look', 'depressed', 'horny', 'amp', 'high']"
775,"['matter', 'mood', 'im', 'ill', 'try', 'post', 'funny', 'shit', 'try', 'negative', 'depressed', 'twitt']"
776,"['just', 'learned', 'meds', 'hating', 'job', 'getting', 'depressed', 'i', 'want', 'do', 'but', 'mooonnneeyyyyyyyi']"
777,"['honestly', 'will', 'not', 'regret', 'it', 'my', 'dad', 'depressed', 'i', 'got', 'dog', 'going', 'walking', 'got', 'talking', 'people', 'reason', 'up', 'loves', 'bits', 'dogs', 'prescription']"
778,"['my', 'baby', 'breastfed', 'year', 'ounce', 'formula', 'i', 'pumping', 'times', 'day', 'thank', 'god', 'i', 'producing', 'way', 'milk', 'but', 'beginning', 'heart', 'breaking', 'nothing', 'come', 'i', 'cried', 'depressed', 'heavily']"
779,"['tome', 'fly', 'depressed', 'wait']"
780,"['kinda', 'annoying', 'forgive', 'depress']"
781,"['i', 'emailed', 'advisor', 'night', 'really', 'hard', 'having', 'listening', 'voicemail', 'open', 'email', 'making', 'anxious']"
782,"['im', 'feeling', 'down', 'upset', 'sad', 'anxious', 'think', 'im', 'joking', 'dont', 'care', 'that', 'hurts', 'know', 'triggers', 'me', 'dont', 'care', 'that', 'hurts', 'more']"
783,"['realisation', 'fact', 'i', 'll', 'month', 'makes', 'sad', 'bit', 'anxious', 'depressed', 'am']"
784,"['lets', 'increase', 'anxious', 'self', 'am', 'hahahhah']"
785,"['you', 'right', 'i', 'anxious', 'missed', 'seeing', 'thanksgiving', 'sunday']"
786,"['anxious', 'presentation', 'voice', 'shaky', 'i', 'speaking', 'fast', 'time', 'i', 'think', 'fuck']"
787,"['i', 'feel', 'way', 'anxious', 'virtu']"
788,"['i', 'could', 'not', 'sleep', 'night', 'bc', 'i', 'anxious', 'finish', 'cleaning', 'house']"
789,"['yep', 'im', 'dming', 'anxious', 'friends', 'help']"
790,"['hate', 'feeling', 'omg', 'making', 'look', 'bad', 'saw', 'people', 'talking', 'back', 'not', 'pls', 'kind', 'situation', 'makes', 'anxi']"
791,"['just', 'usual', 'good', 'bad', 'i', 'feel', 'happy', 'anxi']"
792,"['wanna', 'gc', 'id', 'probably', 'anxious', 'weird']"
793,"['tw', 'anxiety', 'mention', 'pls', 'dont', 'post', 'did', 'u', 'dm', 'type', 'tweets', 'ppl', 'anxious', 'reason', 'u', 'rlly', 'tweet', 'abt', 'situation', 'u', 'v', 'giving', 'info', 'possible', 'abt', 'dm', 'tweet', 'sr']"
794,"['same', 'thats', 'happens', 'i', 'nap', 'and', 'yeah', 'i', 'totally', 'feel', 'you', 'heart', 'literally', 'racing', 'im', 'anxious', 'we', 'fell', 'deep', 'pit', 'honey', 'pun', 'intended']"
795,"['bro', 'im', 'feeling', 'anxi']"
796,"['yuck', 'feel', 'anxious', 'today', 'let', 'us', 'hope', 'it', 'is', 'bc', 'charts', 'dropping', 'goes', 'away']"
797,"['anyone', 'anxious', 'theyre', 'anxi']"
798,"['bored', 'anxious', 'come', 'distract', 'meeeee']"
799,"['i', 'plans', 'today', 'ive', 'sleep']"
800,"['feeling', 'weirdly', 'anxious', 'dont', 'know', 'im', 'gonna', 'drop', 'bc', 'miss', 'mark', 'b']"
801,"['i', 'feel', 'calm', 'deep', 'im', 'feeling', 'anxious', 'thing', 'tomorrow']"
802,"['why', 'feeling', 'scared', 'anxious', 'panicked', 'right', 'ohmygod', 'need', 'read', 'soft', 'fic', 'bad']"
803,"['anxious', 'horny']"
804,"['hour', 'i', 've', 'reactivated', 'im', 'alr', 'super', 'anxious', 'bad', 'idea']"
805,"['extremely', 'nervous', 'anxious', 'dog', 'vet', 'today', 'time', 'big', 'lump', 'armpit', 'is', 'ugh']"
806,"['i', 'am', 'anxious', 'potentially', 'mandatory', 'it', 'be', 'i', 'cannot', 'imagine', 'kind', 'chaos', 'that', 's', 'gonna', 'family', 'in', 'i', 'am', 'scar']"
807,"['it', 's', 'end', 'semester', 'usually', 'i', 'try', 'stay', 'calm', 'positive', 'right', 'i', 'have', 'feeling', 'absolutely', 'crushed', 'i', 'am', 'incredibly', 'overwhelmed', 'i', 'am', 'stressed', 'anxious', 'i', 'will', 'best', 'stay', 'active', 'reply', 'dms', 'though', 'ily', 'guys']"
808,"['literally', 'class', 'i', 'super', 'anxious', 'i', 'hate', 'it']"
809,"['i', 'headspace', 'well', 'i', 'feel', 'fine', 'bad', 'dry', 'cough', 'got', 'anxious', 'af', 'so', 'i', 'die', 'i', 'die']"
810,"['super', 'exhausting', 'anxious', 'things', 'i', 'hit', 'paus']"
811,"['shits', 'deadass', 'making', 'anxious', 'i', 'hate', 'peopl']"
812,"['i', 'genuinely', 'feel', 'anxious', 'reason', 'pl']"
813,"['to', 'honest', 'anxious', 'thought', 'people', 'like', 'of', 'person', 'i', 'blocked', 'guys', 'following', 'i', 'lose', 'friends', 'knowing', 'which', 'i', 'know', 'is', 'a', 'reach', 'but', 'anxiety', 'brain', 'doesn', 't', 'know', 'that']"
814,"['i', 'am', 'anxious', 'phone', 'calls', 'dm', 'someone']"
815,"['pls', 'im', 'anxi']"
816,"['had', 'filled', 'in', 'wanted', 'sure', 'i', 'right', 'i', 'come', 'back', 'oh', 'well', 'being', 'overly', 'anxious', 'bites', 'butt']"
817,"['sadly', 'i', 'm', 'going', 'missing', 'opportunitites', 'i', 'm', 'struggling', 'it', 'anxious', 'interaction', 'years', 'straight', 'fun']"
818,"['what', 'requests', 'demanding', 'says', 'no', 'i', 'feel', 'panic', 'attack', 'coming', 'on']"
819,"['dont', 'ask', 'im', 'scared', 'bitch', 'im', 'anxi']"
820,"['help', 'its', 'been', 'so', 'long', 'i', 'got', 'anxi']"
821,"['omg', 'imagine', 'anxious', 'person', 'im', 'flying', 'ajajajaj']"
822,"['do', 'i', 'things', 'overly', 'tidy', 'anxious', 'arent', 'tidy', 'i', 'feel', 'keeping', 'things', 'tidy', 'thing', 'i', 'control', 'life', 'i', 'hate', 'mondays']"
823,"['bitch', 'im', 'so', 'anxious', 'i', 'know', 'im', 'gonna', 'cri']"
824,"['anyone', 'working', 'hours', 'sleep', 'pass', 'night', 'anxious', 'going', 'garbage', 'job', 'today', 'because', 'same']"
825,"['sooo', 'anxious', 'tiniest', 'things', 'pathet']"
826,"['week', 'doctors', 'appointment', 'anxious', 'abt']"
827,"['heartbreakingly', 'sad', 'i', 'am', 'feeling', 'anxious', 'live', 'newfoundland', 'cases', 'rise', 'near', 'whats', '6happening', 'parts', 'canada', 'i', 'heard', 'year', 'old', 'died', 'day', 'covid', 'i', 'think', 'virus', 'affect', 'different', 'ways']"
828,"['omg', 'i', 'feel', 'this', 'i', 'cyst', 'burst', 'ovaries', 'so', 'anxious', 'bc', 'i', 'bed', 'week']"
829,"['idk', 'casual', 'bc', 'outside', 'makes', 'anxi']"
830,"['i', 'manage', 'exhausted', 'anxious', 'week', 'work']"
831,"['bjdhjkoib', 'iam', 'anxious', 'hope', 'forthebest']"
832,"['im', 'honestly', 'going', 'apologize', 'advance', 'days', 'im', 'hardcore', 'anxious', 'observed', 'tomorrow', 'getting', 'feedback', 'wednesday', 'as', 'usual', 'i', 'unresponsive', 'tunnel', 'visioned', 'thats', 'why', 'im', 'purposefully', 'ignoring', 'yall']"
833,"['this', 'weekend', 'fucked', 'im', 'super', 'anxious', 'trusting', 'lol', 'fuck']"
834,"['damn', 'm', 'anxi']"
835,"['hate', 'anxious', 'peopl']"
836,"['please', 'wish', 'luck', 'uni', 'exam', 'tomorrow', 'morning', 'i', 'am', 'kinda', 'freaking', 'out', 'i', 'am', 'anxi']"
837,"['im', 'anxious']"
838,"['feeling', 'dumps', 'discouraged', 'today', 'everything', 'kinda', 'sucks', 'absolutely', 'unbearable', 'i', 'feel', 'anxious', 'tense', 'i', 'dont', 'know', 'why']"
839,"['drop', 'san', 'lucas', 'kun', 'pics', 'feeling', 'anxious', 'rn', 'sr']"
840,"['remember', 'slap']"
841,"['it', 's', 'making', 'anxi']"
842,"['there', 'so', 'much', 'training', 'job', 'i', 'hope', 'i', 'anxious']"
843,"['y', 'wondering', 'worth', 'somebody', 's', 'life', 'im', 'anxious']"
844,"['i', 'forgot', 'patience', 'i', 'am', 'sooooo', 'anxious', 'rn']"
845,"['my', 'so', 'walked', 'office', 'arm', 'antlers', 'left', 'spare', 'chair', 'i', 'hom']"
