,tweet
1472,i do not know i feel compulsory feeling but shit sucks sometimes but grand scheme world shit sucked before humans things like before and scared look moment you are in 
1473,yeah i phone down thanks letting know i try anxi
1474,anxious af
1475,im anxious im anxious im anxious im anxi
1476,idk feel anxious scared reason
1477,im anxi
1478,benadryl nyquil codeine do not sleep they anxious hyper feeling like i climb walls cannot sit still cannot sleep 
1479,lord feel tired unmotivated sad anxious between none vacation trips hours sleep away idk 
1480,eh i woke anxious dunno
1481,im stressed anxious work sucks right w
1482,hi feel free send things dont mind im bit anxious 
1483,i woke feeling anxious morning 
1484,imagine having exam days unable study anxious help i stop hands shak
1485,i capable controling emotions great success except comes anxiety i angry you know sad good luck figuring out happy you tell but anxious you tell looking moment 
1486,my psychiatrist busy tried best fit schedule tomorrow as i am looking forward meeting her i feel numb 
1487,damn evryone anxious including know boys too bb drop chart already dont this 
1488,i feel anxious morn
1489,so i have told i guess i am anxious unqualified good news 
1490,forever anxious continue ranking wr riot showed powerful matchmaking teaming unranked players im promo
1491,nah women should i annoy
1492,huhuhu ya gitu i am tired starting day feeling anxious single morn
1493,this good thread as learned attachment style anxious avoidant ambivalent upbringing important information 
1494,i am gonna drown sorrow lot s coffee caffeine does not mix medication anxious reactions hahahaha rip vadeyi
1495,anxious futur
1496,hella anxi
1497,ur making anxi
1498,super anxious committee meeting week likely determine im ready defend graduate months ahhhhhhh
1499,car anxi
1500,people block making uncomfortable tell uncomfortable like expect read mind literally causing people anxious cause dont want tel
1501,this year ive probably anxious edge ive experienced life and shit doesnt let eat either im exhausted 
1502,hi dunno i ll help hopefully you you will feel calmer anxious paranoid good vibes uh maybe comfort streamers help idk uh cherri
1503,hell yea definitely here day i wake anxious i need indica chil
1504,back i felt bodily pain i like i feel small i think oh man good
1505,i hate anxious i end naus
1506,im feeling anxious again why 
1507,yo i like constantly anxious money fucking clue i am life should i buy camping van run away 
1508,i hate im anxious rn
1509,feeling damn anxious morn
1510,i am work hour half week vacation i am anxious hell 
1511,im getting anxi
1512,feeling kind anxious right reply nice message pic ariana sofia dara zendaya feel bett
1513,i am anxious 
1514,woke anxious morning this i needed hear thank nezza
1515,weed hard pull off like legit clue im anxious exactly horrible normal anxi
1516,bothers waiting appointment timed thing i am sitting anxious i ll miss i ll miss time leave i ll leave late i ll forget whatever trait is not advertis
1517,people cannot scars emotional abuse so tell you are hurting will not believe you because there s physical evidence years emotional trauma abuse scar i cutting myself 
1518,i wish life is not fucked up maybe getting physically abused getting run away amp leave abuser good better mentally amp emotionally abused life i given adoption avoid physically abused 
1519,ever phone yesterday afternoon i am verge crying tears threaten fall i turn people when i am alone i feel panic attack hovering precipice waiting unleashed 
1520,yeah takes lot mental work unlearn things i confused anxious things programing younger days 
1521,anxious reading idk ones hhh
1522,my periods x worse im anxi
1523,as im anxious thank
1524,strands trying pull thighs trembled he allow soon anxious mess caught position if anders wanted last needed pull away
1525,i disowned family dont think i wont yeet lif
1526,i need dentist i hate calling ughhh i socially awkward anxi
1527,im anxious rn
1528,idk im anxious stressed abt school ive having headaches lot recently ive having lot trouble eating that
1529,ah love attention do not do anxious want run it me 
1530,tw anxiety sleep alr slept minuets ago woke feeling anxious idk why 
1531,i am anxious obviously 
1532,having good time anxi
1533,anyone feel oddly edge morning like kind anxious irritable seemingly reason 
1534,im sorry i get anxious at tim
1535,woke anxious today feel like commercial took away gab comes right tim
1536,i giddy starry eyed anxious self doubting there s between mind knows state cannot decide enter right now i would love distract creating content i am tired working lot 
1537,ahh thinking if position makes anxious guess there s lot things consider like years ok putting this ease seeing loved ones far north like brain thinking nunavut sumn 
1538,feeling anxious hell pls drop pics comfort characters people comforting helps tbh
1539,worst thing starting read au while written bc cant get enough and i am so anxious jesus christ
1540,getting anxi
1541,i hate anxious i i post pictur
1542,i christmas tree up i spend day i am work anxious home plug lights star
1543,anxious end semest
1544,its day school anxious reck
1545,stoned anxi
1546,im anxious read jdfkhnskdjfdfsd
1547,yes it is alright lot assignments it is making little anxious it is gonna okay you 
1548,thank you i spent hours anxious vomiting sleep 
1549,replying messages going school simply outside house hard lately feel anxious meet people s eyes expectation it is hard i m sad hands cold sweats tremble time forced those 
1550,feel anxious started tremble cold sweats time woke sleep like bothering me do not know one getting overwhelmed feeling worries fear i m draining talks myself 
1551,i feel like half spent making confident anxious i social butterfly im meant i feel like ive lost progress god im gonna revert drunk time huh
1552,my tl making anxious now up till i able control myself 
1553,am i shaking im anxious room absolutely freezing week what the hell is happening to m
1554,nookazon taught im socially anxious virtually like recipe leave plz
1555,i am so anxi
1556,feel u thought taking makes anxi
1557,every sees attitude issues have but seek reason why i insecure i anxious time i feel like crying i hold in i frustrated i tired i want loved respected i bad attitude cos i everyones shit 
1558,i feel somewhat awkward nay shes best friend entire world like knows better i feel anxious uncomfortable shdjdjk
1559,anxious bor
1560,ahhh that s cool i am glad enjoyed it i wasnt i cloud i super shy anxious lol i barely spoke i have said big ice breaker minutes said word cock i burst laughing lol
1561,im anxious feel like today going soooo slow 
1562,i started writing journal i feel anxious start overthinking amp life changing especially cuz aquarius i feel like ppl dont understand me im real good
1563,i feel that i got anxiety try lost game i sort feel better time knowing i bad happened that kind perseverance train anxious feelings away it s messy kinda therapeutic 
1564,dating narcissistic abuse hard brain associated intense emotions feeling anxious amp paranoid amp like im gonna panic attack 7 feeling love i dont know how if i fancy genuine i fix brain
1565,socially anxious nev
1566,thats revolting im daily treatment anxious having hospital day pandemic i dont know diligent staff patients are social circles this coming nurse terrifying 
1567,i anxious too 
1568,i swear i feel like ive thrown life away shy anxious i
1569, 15 feeling disappointed anxious amp insecure wanna vomit wtf
1570,i identify ball anxiety please refer anxious pronouns thank you 
1571,i am anxious omg omg
1572,sometimes makes anxious thinking smoking 
1573,anxious promot
1574,getting anxious reason
1575,im anxious heres yoongi singing calm nerves oh officially taejins month too 
1576,bubs friends think weird having dis twitter rlly makes feel insecure anxious 
1577,i university hour exams starts i makes anxious already checked date room number times bug still 
1578,i havent fucking eaten god knows long know im gonna feel worse i dont eat im wayyyyyy anxious stressed eat plus like bowls im gonna fucking fruit fly gets space im trying clean
1579,i mean i experienced great deal anxiety i cash paycheck thing is wasn t check containing millions dollars insider trading i anxious bc i need eat bc i wanted avoid detection federal author
1580,i m anxious ball rn
1581,i bit anxious i good thanks car
1582,anxious af 
1583,im uneasy anxious today 
1584,i anxious bean flirt usually i best 
1585,currently day school feel shaky nauseous lol
1586,trying anxious ass mind 
1587,hey pls dont ratio reply priv makes anxious 
1588,a lil anxious today good that wbu 
1589,me i face talk people today me people cannot face when i am today pretending happy exhausting 
1590,mom sent paragraph shes proud knows im anxious school kinda getting bad insomnia wave brb gonna middle class lt 3 po
1591,i am anxious bc things rn
1592,i bad mood i v stressed v anxious head v hurts i think mother going yell me that s all 
1593,i anxi
1594,kinda wanna socialize w friends feel awkward anxi
1595,had send email teacher feeling anxi
1596,day extremely anxious ab chapter hi drop pics sskk skk thx
1597,me trying explain i chronically anxious i do not like uncertainty my husband i am convinced like certainti
1598,i m goddamn anxi
1599,wake feed cats make coffee think breakfast dont want eat probably depression start feel anxious eat shitty i meds feeling anxious panic attack smoke weed feel guilty and repeat 
1600,waiting makes anxi
1601,im anxious today ughhh
1602,im anxious today im shak
1603,sometimes i forget old i i facebook people i went high school getting married having nd rd children then i anxious i do not want stuff it is like i doing 
1604,today day smokin till christmas nd im anxious af
1605,i have anxiety you cannot simply leave me anxious until lat
1606,right like fuck im excited supes anxious darn reason 
1607,i am getting anxious kskskk
1608,i am anxious anxiety making anxious 
1609,i anxious fancam know turn well afraid
1610,i am getting anxious 
1611,tomorrow im anxious bro lol
1612,phone calls terrify like calling rogers i derive calm seeing facial expressions all family interviews virtual i need families require warmth eyes a bit strange psychology anxious 
1613,i agree definitely didnt know i hate tell people im anxious wreck
1614,im airport dont board flight hours waiting gate makes anxious im hiding bathroom
1615,person do not judge telling stories feel anxi
1616,making petition called stop actually blocking cuz makes anxious ur actually mad
1617,tell im worried abt finals bc im stressed ive compartmentalized way head day anxious panic mod
1618,hell no thing makes anxi
1619,probably excited anxious rushed sees free play him it s obvious footwork mechanics he does not complete properly misses 
1620,anyonr call i feel bad fuck anxious fuck
1621,i am anxious rn
1622,sometimes i feel like screaming complete lockdown no i heard shops going open soon i lockdown far longer thanks anxious mother i am introvert grown very tired of this already 
1623,be anxious today and tomorrow
1624,i m good speaking expressing ideas guy successfully feel anxi
1625,yeh i social anxiety i anxious i okay end thanks ask
1626,new tablets got doctor incredible pop soon im anxious majority physical symptoms away allowing funct
1627,the differences obvious year old able choose what is right and i am fucking 
1628,i am going lie i am tired hearing resilient teachers are amp need resilient pandemic i am feeling resilient i am feeling exhausted anxious stressed worried ss lacking work life balance 
1629,im dead im alive im dead 
1630,tw anxiety yall moment sumn cryptic post allude anxious kind guilty have not e referring to 
1631,im anxious lol
1632,im sorry im replying rn i am anxious face reveal 
1633,i anxious i watched dear diary video calm i am sad boys are not friend
1634,it is sort working spend time anxious money said asshole it is close but lol self care 
1635,let bunch coffee eat anxious 
1636,she wants try come work till 15 i gotta prep dinner tonight i in im frazzled anxious mess wants fulltime job consistent hours decent organization ask 
1637,i feel anxious nowhere 
1638,oof im getting anxi
1639, 12 98 mom experienced unimaginable pain bringing world this year i experienced unimaginable pain watching leave world brought into im feeling anxious tomorrow 
1640,im getting anxious wait
1641,my anxious ass
1642,im extremely anxious im big changes like commitment issues im literally lose fucking mind
1643,identify im anxi
1644,the past days ive felt anxious reason
1645,i feel anxious rn
1646,ahhhhh why i anxious therapy 
1647,realised needed wee bit help mental health im weaned current antidepressants ive years new one positive stories tips citalopram pls dm anxiousx
1648,and i hear parents i deflecting responsibility asking decisions like taking cats vet i am awake i am crying fucking tired anxious 
1649,hi pls dont quote priv makes anxious carrd thank u
1650,because it is months i wake chest pain feeling anxious it s hardest day start day like that 
1651,lol times luckily i assume anxiety me have experienced bad breathing issues especially couple times sick anxious didnt escalate long
1652,finally getting license worked today months having wait hopefully ok im anxi
1653,things rlly anxious heres regular on
1654,the problem sharing content online access it im anxious crossfire excitedly wanting share ive working equally terrified draw inspiration ideas credit 
1655,im vvv anxious reviews im planning submit minute hnggg
1656,i am feeling anxious working tomorrow 
1657,fact school january dont class schedule making anxi
1658,lowkey anxious reason rn urg
1659,meet new psychiatrist fucking scared anxi
1660,tired sad walk talked ed hotline earlier bc feel conflicted anxious probably gonna watch youtube curl ball i will probably feel bit better lat
1661,regret reactivating im super anxious worth
1662,i stopped long ago bc i like i post selfie i feel like it ppl weird stealing ppls pics makes anxi
1663,work i weekend didnt work favor god im disheartened anxious ppl adult
1664, 9 years old ride bike outside hours im anxious walk street bc think looking laughing me walking doesnt sense anyways ill stay insid
1665,a room people anxious mingle my brain yells me its perfect time to existential bodys rental push back tell im fine more people up i think i throw go fresh air clear mind
1666,feeling stressed anxious 
1667,seeing stuff moved home moved disheartening have not cried time i ve angry anxious worried confused today today i m sad 
1668,anxious day
1669,fuck anxi
1670,that good suggestion i feeling lot anxious frenetic energy having hard time channeling it some movement helpful 
1671,i speeches class bc im anxious abt presenting bc class overachieving juniors tired work
1672,i love feel wanted feel connected fam spiritual teacher i feel thats important big study as whos struggled immensely feel worthy anothers presence reassurances like anxious 
1673,sad anxious 7
1674,been waiting sample weeks i am anxious i know manu needs time work taken long sampl
1675,i hate random sad days having heavy heart anxious mind worst 
1676,i anxi
1677,i feel anxious 
1678,i ve feeling anxious all day shit tiring bro 
1679,im anxious chest explode stop
1680,feeling anxi
1681,positive anxious sick shit declass including happened seized servers start showing people going down
1682,i hate feeling anxious nooooooooo reason
1683,making debilitating anxious making hard work like incredibly taxing physical health rn need time process know far consuming anymore info lol
1684,i need tips i have anxious shy lately i am talking friends bc lt lt 
1685,im anxi
1686,its pouring raining rn nd makes anxious gfjfhj
1687,ugh yeah ive tried form partaking makes super anxious disoriented bc nervous disorder i guess i hate i want calm immense pain
1688,i came st gen immigrants i went yale undergrads camps always anxious focused grades rich spoiled trying woke hated machiavellian completely fake manipulative universally ppl complained true friendships 
1689,way teach students chem lesson calc lesson problem start ask college life anxious thats knowing life work
1690,fuck man so anxious and scar
1691,im anxious knew tomorrow exam week start
1692,thought knew wanted clearly dont
1693,crying job bc im anxious check
1694, house im getting anxious fight again i longer tell details im confused whats goal life idk career path im taking i thing i like someone then vanish like week 
1695,eijsnsssks id love to join but my body s making me too anxious about myself
1696,like ive operating assumption wanted painting morning theyre like actually want thats way bigger cost ship im anxious bc idk gonna price like at all 
1697,ahh im anxious morn
1698,anxious reason
1699, anxiou
1700,alright i anxious today
1701,hngg need everyday im anxious tim
1702,im so anxi
1703,this making anxi
1704,promoted times imm anxious theyre gonna like dont like anymore hdcbjjdjxkdkkd
1705,i cannot social interactions anymore especially outside house i will fine out anxious af days i woke horrible headache morning thought this it wholetime i drank calories yesterday cuz i forgot eat
1706,its use if i try distract thoughts i end getting anxious like going example and i lay bed day i end consumed thoughts i want sleep 
1707,at times completely anxious worry damn much ive scared motherhood atleast tim
1708,i bad anxiety anticipating things i future i do like i enjoy things time inbetween makes anxious i explain i end canceling bailing non 
1709,let tell you highly anxious person india sure challenge literally population entire country harmonizing city people square mile do understand scale thats like ppl living west 
1710,my tinnitus worse im anxious helpful i anxiety control
1711,hahaha anxious today hahhahah
1712,hi took small break bc im wasnt feeling best ive stressed anxious lately im feeling better 
1713,i took week constantly maintaining online classes they fine today i clear headed anxious ready tackle end semester self care important 
1714,i am anxious lyn help
1715,rlly anxious im anxi
1716,half tl says midnight local midnight et shot makes anxi
1717,im veryyyy anxi
1718,i m stupid anxious reason thank
1719,im anxi
1720,i dontt wanna bitchy anxious more so im going try damndest be if energy imma day
1721,this year hard i experienced loss grief pain but i experienced growth i grown human scholar teacher when i decided teach person i anxious 
1722,time monday one month go anyone feeling stressed anxious food longer appealing 
1723,yooo i wish i interacted more im anxious talk outside group im
1724,in litetally anxious i shit time i toilet i bc stomach handl
1725,i fucking hate feeling anxious sick i want mom almost years later hurts like yesterday sometimes 
1726,had worst nights sleep night im legitimately anxious exhausted i havent gotten work which makes things way worse 
1727,feeling anxi
1728,i swear fucking god do not like ass it is funny procastinator like anxious fail going identity crisis like i m gifted anymore like i i child shit lik
1729,i need solution anxiety every th th day i start feeling anxious nowhere i able figure triggers it i went counselling woh psychologist chutiya hai book padhne bolti hai yedi
1730,yall help im anxious bc school rn literally feel like 
1731,i decided week going good week i tired anxious i feel like im going puke im jus gonna lol
1732,seriously i am kinda anxious afraid 
1733,im anxious reason rn
1734,yes i feel anxious today like light
1735,i rush psych ward im followed i anxious uncomfortable thankfully psych nurse lovely like always medicated sure i wait appointment ward theyll it is tim
1736,i feel like im going anxious wreck i graduate board
1737,makes anxious bcs actually bacl school like actu
1738,anxious today
1739,mine comes form obsession in mind i obsessed something mostly negative as i contemplate it i uncomfortably anxious my reaction simple counting inhales exhales 
1740,help im anxious leave breathing exercis
1741,im generally anxi
1742,rgank feel bwtter im getting anxious going school
1743,i offered type therapy looks short term improvement follow proper relapse plan provided told i no reason anxious multiple health care profession
1744,i cannot sleep feel anxious hugs need bad
1745,wheel im anxi
1746,im fully there with people gate i feel anxious af
1747,no problem honey i am anxious too 
1748,i miss old normal life nothing s new new normal i got sad anxious 
1749,i am getting anxious asf fvck argh 
1750,the time come to talk people i do not know tell anxious i already 
1751,while does not bother me i socially isolated outside internet i feel like i more i know people use hand few things anxious showing good i do not know person autism mood i guess 
1752,like doyoung i dont let im having hard time actually it is do not want tell stories likely want people anxi
1753,good morning im anxious ill ok
1754,cuz i m anxious pretending anxious trying tell fine worry myself bruh what is go
1755,actual fk wrong today i ve anxious day tried best reduce it went times comes quickly plus times laughing internally hard like sum crazy asshole idfk what is cause that 
1756,ok im gonna ia starting tom longer sorry im feeling uneasy anxious pressured personal reasons kinda getting heavily ill im feeling better school starting soon too 
1757,i cannot concentrate work today i am anxious oh god
1758,its monday weather sucks im anxious 
1759,she is annoying honestly making anxious everytime near let talk
1760,like bad happening im anxi
1761,ive feeling anxious days now 
1762,why i anxi
1763,that s way calm stop feeling anxi
1764,right i hated depression having lived virtually entire life i sort it anxiety fuck that i do not know i anxious i have learned lot frankly i feel like complete asshole doubting people before 
1765,i wanna stop anxious ajaajajajajaja h
1766,feeling anxious shitty lately seeing notif yoongi tear immediately man
1767,am i nauseous cause im anxious anxious cause im nauseous 
1768,good morning guys head feels bid stiff morning hopefully today i will not black pilled sad anxious i yesterday 
1769,the i care anxious i
1770,anxious future career planning dream job want work in there idk
1771,god im anxious h
1772,dont mind posting useless pictures im v anxious 
1773,im feeling anxi
1774,thing pick skin literally bandaids fingers pick helps time struggle usually bandaids feel anxious ur fingers busy like writ
1775,so basically i thing called tremor it is latin means shaking basically happens sometimes i will not notice shake that s good tests cause i im excited stressed anxi
1776,its strange though despite pretty anxious i kind lived edge free some reckless 
1777,thought people hurt watching friends scarily lonely makes anxious pretend lik
1778,im heated anxious hey hey hey
1779,used enjoy joining organization stuff lately things kinda hectic stressing out i sleep feeling anxious i took step try sort things one looking forward things track start working back 
1780,anxious restless 
1781,no idea it is i bad dream night what i woke anxious annoyed morning 
1782,i zero idea i am going live university 
1783,believe december tomorrow wtf actually making anxious bc feel like everything s moving fast havent single thing quarantine like havent changed all fact mental health got worst lol
1784,fuck im anxious literally reason lol
1785,wtf i thought were either way worst advise anxious ass
1786,ever hella anxious dont know whats wrong feel like wrong so triple check calm feeling ultimately fail feel anxious hate that
1787,rain wind anxiety like listening audio nice damn i have grown anxious years it is windy rainy outside house not fan 10
1788,wish wasn t anxious fuck actually talk people wanna talk
1789,fr im anxious gdjdbd
1790,meeeee plz honestly horrible year miscarriage lock pregnant anxious hell cause car crash month ago car written mention numerous family traumas posting fri
1791,have anxious feel like youre dying 
1792,tired anxious distressed overwhelmed but time blessed contented hopeful heres reminder look silver lining situation good night 
1793,hiiii love friends talk personal respond dms late it is anxious distracted end taking days reply love u sm pls sr
1794,face it everyones stressed anxious days with election pandemic job losses distance learning relationship issues wonder feeling stretched limitor beyond 
1795,my head feels like it is explod
1796,yeah ofc saw things implying vvv anxious need reassurance basic things thank gen
1797,why i feel anxious wtf
1798,i am scared anxious 
1799,woke im anxious again nic
1800,to stop wanting kill myself i remember curling ball crying i felt trapped i felt afraid eventually i grew disgusted him presence feel sick i look feel pure hatred i desperate leav
1801,tw relapse s h purging suicide im trying hard telapse cutting purging giving reasons lol zero self control food kill world probs little bit peaceful lol
1802,can i kill i misses happy im gon
1803,im gonna kill j sotbis hsiotru shit
1804,i relate bro bro i wanna kill bro 
1805,want fucking kil
1806,i am gonna kil
1807,i wake try kill morning lol ive ive watched ig videos pls end
1808,i probably kill i waiting long
1809,im gonna kil
1810,need lose weight need im gonna kil
1811,i kil
1812,kinda wanna kil
1813,im going kil
1814,i am gonna kill asap
1815,i kil
1816,gonna kill brb
1817,wanna kill cuz im tir
1818,i wanna kil
1819,will kill wait
1820,what sad joke am hope covid fucking kills life bullshit cause im fucking pussy kil
1821,kill myself dude idk what is go
1822,shoukd actually kill prob
1823,think im going kill myself 
1824,ngl wanna kil
1825,i kil
1826,going kil
1827,mf wanna kil
1828,i want kill i am emotional 
1829,
1830,how i kill pain
1831,wanna fucking kill myself 
1832,id prefer kill 
1833,want kil
1834,im poor mentally ill person wanted birth support child emotionally financially pregnancy scare spent week having panic attacks day got pregnant kill myself 
1835,mental health fucking wild im literally sitting trying kill like i look sexi
1836,wanna kill i ve tried i m weak 
1837,i feel lonely i will kill 
1838,im sick tired shit everythings gone shit live like anymore live want kill anymor
1839,i want kill myself 
1840,should i kill now 
1841,how kill pain 
1842,if life continues direction im going kil
1843,i want kill badli
1844,nobody miss i kill myself 
1845,kill
1846,i wanted kill i day
1847,kill
1848,i gonna kil
1849,gonna fucking kill real quick i cannot stand anymor
1850,i kill myself 
1851,i will kil
1852,gained im gonna kil
1853,feel sad n sick want kill fucking bad
1854,im slowly losing mind i feel depressed again im gonna break again i better i kill knows anyways toddles 
1855,literally good going life rn wish kill start
1856,maybe ill kill i dont think anxiety confid
1857,kill right
1858,myself kill going i 
1859,i am literally going kil
1860,i want kil
1861,life fucking suck
1862,life suck
1863,life suck
1864,i life today mental health fucking suck
1865,life sucks gt 
1866,life sucks days 
1867,life suck
1868,life fucking sucks 
1869,tension job sucks life 
1870,my job sucks life me 
1871,why fuck people dont care me the internet bitch tear hair i wanna die i lie bed do not know wearabouts appear
1872,actually i sad deceived life sucks fuck
1873,life sucks dawg
1874,life suck
1875,thats life suck
1876,anyways life suck
1877,losing bright spot i life this awful 
1878,my life sucks 
1879,life sucks and gets better it sucks again 
1880,wont pull life suck
1881,my life suck
1882,i feel like crying perch life suck
1883,life suck
1884,okay life suck
1885,my life hecking suck
1886,life suck
1887,my life sucks atm wbu
1888,life updates nothing much sucks 
1889,why life fake 
1890,life suck
1891,life suck
1892,im sick life shit
1893,congrats you mortifying ordeal now im sick lif
1894,my life tweet i am sick it 
1895,i come work weeks isolation gone hell legit sick life today
1896,i am sick life i wanna screeeeeaammmm 
1897,sick tired adult life 
1898,im sick life 
1899,i am sick lif
1900,im actually going insane im sick want cool life covid best months high school gon
1901,i am sick lif
1902,i am sick life sick life 
1903,im sick college taking life class
1904,so sick covid lif
1905,sick tired feeling i need change online appearance cater constantly sake self preservation don t wrong internet s great it is introduced important people life but late 
1906,sick lif
1907,im sick social media i dont lif
1908,life burns second im sick pain 
1909,im sick life lik
1910,yeah i am sick sick fuckin life fuck
1911,so sick life 
1912,sick feeling like i am nothing he shows i am nothing just want lif
1913,sick fucking lif
1914,i m fucking sick collapsing i m fucking sick it family friends real life i m losing everything i m losing fucking grip
1915,i ve awake nearly hours exhausted sick tired life amp feelings rn wanna sleep forever u replied tweets i m okay im sorry worried anyone ilysm goodnight lt 3
1916,i am sick life 
1917,and im sick crying noticing giving fuck ive contemplated im concise i been im life things better i dead plus i dont anymore alc mask shit yeah im done good run tho 
1918,i m sick lif
1919,im sick confusing ass vibes lif
1920,i sick having headache day fricking lif
1921,im sick life people tear
1922,im f g sick tired keeping best aspects people stay life 3 business day
1923,anymore shit trying going mental health fucking sucks want happy feel like im existing im sick temporary single persons life better 
1924,i od idk i am sick life right
1925,sick life let di
