,tweet
3173,"['is', 'eating', 'bbq', 'jalapeno', 'torta', 'subway', 'los', 'chaparros', 'right', 'door']"
3174,"['i', 'need', 'memorize', 'julius', 'caesar', 'lin']"
3175,"['music', 'understands', 'agree', 'it', 'is', 'important', 'single', 'song', 'change', 'day']"
3176,"['got', 'twitted', 'link', 'it', 'no', 'fail']"
3177,"['bored', 'lonely', 'work']"
3178,"['i', 'm', 'afraid', 'im', 'def', 'product', 'nri', 'karan', 'johar', 'generation', 'i', 'have', 'watching', 'lot', 'classic', 'semest']"
3179,"['got', 'home', 'big', 'shop', 'totally', 'munched', 'starving', 'im', 'weigh', 'morning', 'oop']"
3180,"['audiotistic', 'sneak', 'little', 'butt']"
3181,"['lol', 'tweet', 'fun', 'follow', 'never', 'dull', 'moment', 'kulps']"
3182,['miss']
3183,"['_hall', 'is', 'aint', 'answer', 'call', 'thought', 'homies']"
3184,"['tired', 'it', 'is', 'pissing', 'rain', 'miss', 'summ']"
3185,"['do', 'like', 'turtle']"
3186,"['photo', 'got', 'print', 'day', 'ago', 'ready', 'norskart', 'exhibit']"
3187,"['hey', 'thank', 'so', 'i', 'failed', 'miserably', 'list', 'week']"
3188,"['thanks', 'came', 'speakeasy', 'night', 'what', 'hit', 'wonderful', 'having', 'fun', 'june', 'awesome']"
3189,"['also', 'dense', 'treatment', 'cps', 'continuation', 'based', 'interpreter', 'design', 'sicp', 'good']"
3190,"['nervous', 'going', 'tomorrow', 'co', 'time', 'daughter', 'born', 'she', 'is', 'help']"
3191,"['starting', 'pack', 'stuff']"
3192,"['omg', 'here', 'they', 'hurt']"
3193,"['spiderwoman', 'she', 'is', 'amazing', 'mum', 'gr8', 'blogger', 'gr8', 'mentor', 'climb', 'wall', 'via']"
3194,"['wedding', 'anniversary', 'meal', 'yest', 'proper', 'meal', 'wife', 'rohan', 'born', 'she', 'checked', 'phone', 'tim']"
3195,"['wish', 'come', 'swindon', '2', 'hour', 'away', 'it', 'dream', 'meet', 'xoxo']"
3196,"['relay', 'oh', 'well']"
3197,"['jolly', 'good', 'night']"
3198,"['is', 'possible', 'phobia', 'phobia', 'afraid', 'look', 'list']"
3199,"['need', 'snuggle', 'time', 'work', 'day', 'first', 'boo']"
3200,"['saw', 'dead', 'bird', 'way', 'work', 'what', 'kind', 'day', 'start', 'poor', 'little', 'bird']"
3201,"['well', 'slacking', 'earned', 'd', 'c', 'a', 's', 'b', 's', 'school', 'year', 'b', 's', 'a', 's', 'esh']"
3202,"['aww', 'i', 'm', 'sorry', 'glad', 'mommy', 'took', 'care', 'you', 'erin', 'fun', 'there', 's', 'bug', 'colorado']"
3203,"['hello', 'twittttty', 'world', 'do']"
3204,"['on', 'way', 'wildomar', 'ca', 'towing', 'lexu']"
3205,"['_y_tony', 'hey']"
3206,"['goodnight', 'people']"
3207,"['cool', 'that', 's', 'good', 'you', 'train', 'while']"
3208,"['poor', 'baby', 's', 'got', 'booboo', 'caused', 'lol']"
3209,"['we', 'said', 'write', 'one', 'those', 'special', 'selected', 'course', 'chosen', 'outstanding']"
3210,"['presentation', 'available', 'online', 'meeting', 'the', 'poster', 'discussant', 'going', 'fast', 'i', 'cannot', 'write', 'fast']"
3211,"['like', 'simpson', 'that', 's', 'like', 'asking', 'so', 'like', 'breathing']"
3212,"['getting', 'ready', 'start', 'work', 'week', 'it', 'is', 'tgif', 'me', 'it', 's', 'monday']"
3213,"['lol', 'wen', 'mum', 'kid', 'wud', 'eat', 'bread', 'instead', 'haha']"
3214,"['happy', 'mother', 'day', 'mom', 's', 'hope', 'wonderful', 'day']"
3215,"['demon', 'sam', 'i', 'need', 'numb', 'pain']"
3216,"['no', 'prob', 'skittle', 'gonna', 'yall', 's', 'back', 'the', 'true', 'sweetie', 'dont', 'play', 'lol', 'but', 'yea', 'got', 'heated', 'we', 'sri']"
3217,"['lonely', 'battle', 'friend', 'fought', 'valiantly']"
3218,"['hope', 's', 'bestie', 'today']"
3219,"['haha', 'i', 'll', 'let', 'know', 'hope', 'romania', 'mtv', 'sunday', 'morning', 'i', 'exam']"
3220,"['good', 'morning', 'tweeter', 'world']"
3221,"['sadly', 'not', 'no', 'they', 're', 'colleague', 'it', 'is', 'work', 'parti']"
3222,"['it', 'summer', 'texted', 'called', 'me', 'im', 'lon']"
3223,"['eeeeeeeeeeeeee', 'jealous', 'sia', 'didnt', 'see']"
3224,"['that', 's', 'speaks', 'college', 'think', 'i', 'stick', 'unzela', 'if', 'hashim', 'dosnt', 'shoot']"
3225,"['i', 'm', 'tired', 'sick', 'all', 'time']"
3226,"['bank', 'holiday', 'bliss', 'jeremy', 'kyle', 'bothering', 'sky']"
3227,"['xd', 'send', 'it']"
3228,"['no', 'adventure', 'tim']"
3229,"['sore', 'throat', 'that', 's', 'suck']"
3230,"['ff', 'tweet', 'me']"
3231,"['haha', 'exciting', 'wat', 'look', 'like']"
3232,"['my', 'body', 'pain', 'treatment', 'detox', 'start', 'monday', 'not', 'looking', 'forward', 'summer', 'hot', 'yoga', 'healthy', 'food']"
3233,"['like', 'rest', 'miserable', 'bank', 'holiday', 'then', 'lol']"
3234,"['know', 'believer', 'die', 'tour', 'going', 'warped', 'know', 'cannot', 'wait', 'haha']"
3235,"['interesting', 'email']"
3236,"['not', 'eating', 'funnel', 'cake', 'mag', 'fest', 'i']"
3237,"['l', 'a', 'said', 'wipe', 'slate', 'clean', 'jelly']"
3238,"['first', 'day', 'new', 'job', 'yeah']"
3239,"['we', 're', 'going', 'panahra', 'dinner', 'miss', 'guy']"
3240,"['happy', 'mother', 'day', 'mom']"
3241,"['oh', 'that', 's', 'bringing', 'fond', 'memory', 'i', 'want', 'to', 'i', 'cannot', 'leave', 'kitten', 'i', 'sent', 'pic', 'balloon']"
3242,"['thanks', 'concern', 'and', 'checking', 'me', 'much', 'appreci']"
3243,"['happy', 'mother', 's', 'day', 'mother', 'there', 'i', 'myself', 'i', 'called', 'lin']"
3244,"['those', 'dog', 'pic', 'rolf', 'the', 'snow', 'stuck', 'if', 'look', 'kill', 'look', 'way', 'funni']"
3245,"['oh', 'happy', 'late', 'birthday', 'my', 'txt', 'did', 'not', 'send']"
3246,"['lmao', 'shush', 'illness', 'come', 'joy', 'multiple', 'mouth', 'ulcer', 'think', 'coming', 'just', 'h']"
3247,"['back', 'uminaa']"
3248,"['math', 'left', 'day', 'dmv']"
3249,"['stood', 'hour', 'heel', 'look', 'b', 'able', 'look', 'tall', 'people']"
3250,['write']
3251,"['me', 'son', 'got', 'up', 'he', 'sure', 'love', 'morning', 'time', 'i', 'know', 'me']"
3252,"['welcome', 'you', 'are', 'interested', 'cheese', 'i', 'hardly', 'suggest', 'follow']"
3253,"['cheer', 'lift', 'coffee', 'cup', 'monday']"
3254,"['pop', 'idk', 'reply', 'ur', 'tweet', 'phone', 'lol', 'yeah', 'bday', 'day', 'soooo', 'excited']"
3255,"['girl', 'u', 'sit', 'ya', 'double', 'decker', 'neck', 'down', 'talk', 'ppl', 'ur', 'level']"
3256,"['_mcflyandjb', 'okay', 'x']"
3257,"['have', 'not', 'twittered', 'forever', 'yeah', 'sixteenth', 'birthday', 'party', 'tonight']"
3258,"['yikes', 'i', 'hope', 'okay', 'i', 'heard', 'tummy', 'hurt']"
3259,"['happy', 'mother', 's', 'day']"
3260,"['great', 'meet', 'you', 'thanks', 'use', 'umbrella', 'i', 'hope', 'ate', 'got', 'sleep']"
3261,"['good', 'morning', 'peoplee', 'look', 'like', 'it', 'is', 'going', 'nice', 'day', 'today', 'better', 'week', 'raining']"
3262,"['_inthemaking', 'aw']"
3263,"['omg', 'i', 'got', 'message', 'i', 'did', 'not', 'notice', 'i', 'looking', 'way', 'sorry', 'good', 'idea', 'though', 'lol']"
3264,"['jarita', 'i', 'm', 'going', 'home', 'i', 'm', 'hot', 'guy', 'drool']"
3265,"['watching', 'hostage', 'also', 'got', 'idea', 'animation', 'i', 'm', 'making', 'hope', 'ready', 'post', 'link', 'fifth', 'jun']"
3266,"['i', 'missed', 'bl', 'y', 'bus']"
3267,"['i', 'took', 'ring', 'out']"
3268,"['which', 'lot', 'easier', 'plane', 'ticket', 'az', 'didnt', 'raise', '80', 'pric']"
3269,"['morning', 'ashleighhh', 'x']"
3270,"['dedicated', 'song', 'vw', 'sold']"
3271,['fan']
3272,"['new', 'baby', 'well', 'i', 'attempting', 'painting', 'weekend']"
3273,['thank']
3274,"['hope', 'you', 'all', 'enjoy', 'musicboat', 'cruise', 'what', 'tough', 'job', 'haha']"
3275,"['lol', 'freakinggg', 'i', 'worse', 'lookse', 'shirt', 'short', 'sandal', 'look', 'like', 'gonna', 'rain', 'outside', 'boo', 'yahoo', 'wearth']"
3276,"['oh', 'wow', 'thanks', 'wayn']"
3277,"['omg', 'did', 'i', 'tweet', 'miss', 'bonnie', 'amazing', 'my', 'phone', 'died', 'yesterday', 'and', 'oster', 'alltel', 'i', 'miss']"
3278,"['happy', 'mother', 'day', 'to', 'all', 'the', 'mother', 'out', 'there']"
3279,"['tgif', 'but', 'i', 'work', 'weekend']"
3280,"['driving', 'home', 'im', 'tired', 'had', 'bad', 'day']"
3281,"['today', 'marking', '135']"
3282,['trist']
3283,"['screw', 'my', 'phone', 'it', 'broken', 'dont', 'bother', 'texting']"
3284,"['visiting', 'family', 'hospital', 'fun']"
3285,"['dinner', 'a', 'movie', 'hubbi']"
3286,"['start', 'paper', 'tonight', 'motiv']"
3287,"['thanks', 'i', 'greedy', 'looking', 'fledged', 'widget', 'a', 'la', 'twitter', 'i', 'like', 'share', 'nv', 'expect']"
3288,"['very', 'excited', 'booked', 'ticket', 'vega', 'we', 'live', 'uk', 'cannot', 'believe', 'price', 'ticket']"
3289,"['lol', 'thing', 'u', 'gotta', 'man', 'smh', 'lol']"
3290,"['tracky', 'dak', 'good', 'thing', 'weather', 'getting', 'colder', 'that', 'porridge', 'i']"
3291,"['le', 'hr', 'graduation', 'going', 'tonight', 'celebr']"
3292,"['legend', 'inotia']"
3293,"['that', 's', 'half', 'solution', 'doe', 'not', 'address', 'intrusion', 'link', 'sharing', 'process', 'thank']"
3294,"['i', 'need', 'burp', 'im', 'nausea']"
3295,"['good', 'mood']"
3296,['medicin']
3297,"['joe', 's', 'version', 'pretty', 'it', 'is', 'sleeper', 'shouldn', 't', 'played', 'am']"
3298,"['i', 'am', 'going', 'bed', 'it', 'is', 'weird', 'st', 'time', 'long', 'time', 'he', 'did', 'not', 'goodnight', 'ima', 'lil', 'curi']"
3299,"['i', 'lost', 'voic']"
3300,"['at', 'work', 'sick', 'i', 'am', 'ok', 'mall']"
3301,"['i', 'wanna', 'cab', 'bad']"
3302,"['really', 'ur', 'brave', 'lady', 'walkin', 'lion', 'then', 'book', 'suggestion']"
3303,"['unfortunately', 'no']"
3304,"['got', 'xbox', 'sore', 'knee', 'walk']"
3305,"['i', 'do', 'not', 'think', 'time', 'leac']"
3306,"['going', 'recording', 'needle', 'sting', 'heart', 'youtube', 'something', 'missed', 'stream']"
3307,"['lucky', 'you', 'we', 'have', 'rain', 'city', 'today', 'enjoy']"
3308,['bored']
3309,"['this', 'song', 'slap', 'face']"
3310,"['naw', 'doesnt', 'match', 'lol', 'shenanigan', 'discus', 'thing']"
3311,"['took', 'bracket', 'off', 'and', 'it', 'is', 'time', 'bed']"
3312,"['come', 'win', 'm', 'twitter', 'world', 'is', 'working']"
3313,"['suck', 'old', 'actually']"
3314,"['get', 'fightstar', 'mercury', 'summer', 'here', 'from']"
3315,"['phone', 'today', 'waiting', 'till', 'june', 'th', 'better', 'deal', 'sooooo', 'good']"
3316,"['home', 'beach', 'foot', 'burned', 'proud', 'sunscreen']"
3317,"['i', 'love', 'creditcard', 'sized', 'memory', 'stick', 'and', 'microsoft', 'keep', 'send']"
3318,"['missing', 'hobo', 'tramp', 'way', 'life', 'cooking', 'mother', 'saturday', 'night', 'mama', 'i', 'luv', 'u']"
3319,"['watching', 'miley', 'cyrus', 'youtube']"
3320,"['to', 'eat', 'eat', 'it', 'gonna', 'meal', 'week']"
3321,"['ach', 'i', 'am', 't', 'internet', 'drive', 'mate', 'w', 'out', 'internet']"
3322,"['working', 'product', 'buzz', 'product', 'review', 'blog', 'pain', 'neck']"
3323,"['should', 'i', 'goodnight', 'good', 'morning']"
3324,"['heading', 'gym', 'the', 'group', 'guy', 'used', 'quit', 'well', 'brandon', 'make', 'terribly', 'sad']"
3325,['also']
3326,"['_lord', 'can', 't', 'along']"
3327,"['happy', 'mother', 's', 'day', 'tweeting', 'moth']"
3328,"['l', 'd', 'come', 'u', 'could', 'australia', 'far', 'away']"
3329,"['yes', 'wore', 'weekend', 'planting', 'garden', 'work']"
3330,"['eh', 'i', 'have', 'better', 'i', 'am', 'excited', 'ryan', 'hurley', 'tomorrow']"
3331,"['_toni', 'i', 'm', 'having', 'day', 'today']"
3332,"['not', 'fan', 'layout', 'change', 'hyperlink', 'i', 'do', 'not', 'like', 'indentation', 'and', 'well', 'i', 'am', 'clicking', 'link', 'show']"
3333,"['i', 'love', 'little', 'brother', 'friend', 'com']"
3334,"['_h786', 'ur', 'coming', 'im', 'bed', 'hows', 'ur', 'day', 'been', 'x']"
3335,"['i', 'sleep', 'i', 'wake', 'soooo', 'earli']"
3336,"['yeah', 'dnt', 'there', 'i', 'dif', 'apps', 'phone', 'sad', 'reason', 'lol']"
3337,"['nice', 'photoshop', 'effect']"
3338,"['auto', 'shop', 'getting', 'm', 'suv', 'fix', 'ugh']"
3339,"['family', 'bird', 'word', 'i', '3', 'family', 'guy']"
3340,"['haha', 'friend', 's', 'party', 'realized', 'forgot', 'stepmom', 's', 'bday', 'come', 'home', 'her']"
3341,"['trying', 'got', 'unread', 'e', 'mail', 'message', 'look', 'like', 'i', 'will', 'rest', 'evening']"
3342,"['i', 'feel', 'better', 'today']"
3343,"['thanks', 'tip', 'unfortunately', 'major', 'crash', 'http', 'site', 'extplor']"
3344,"['final', 'down', 'go', 'wish', 'luck', 'great', 'effort']"
3345,"['happy', 'mother', 's', 'day', 'fabulous', 'mom', 'there', 'the', 'world', 'would', 'not', 'run', 'u', 'keep', 'good', 'work', 'enjoy', 'ur', 'day']"
3346,"['i', 'think', 'die', 'played', 'pushit', 'i', 'missed', 'came', 'time', 'when', 'isi', 'tour']"
3347,"['love', 'americana', 'movi']"
3348,"['not', 'offer', 'lik']"
3349,"['i', 'sad', 'i', 'broke', 'super', 'awesome', 'giant', 'paper', 'clip', 'i', 'italy', 'not']"
3350,"['going', 'french', 'anyone', 'want', 'pick', 'up']"
3351,"['goodnight', 'loveee', 'attend', 'extra', 'class', 'school', 'tmrw', 'urgh']"
3352,"['cool', 'photo', 'outside', 'place']"
3353,"['i', 'realization', 'today', 'sad', 'but', 'healing', 'begin']"
3354,"['omg', 'rat', 'ewwwww', 'omg', 'wait', 'tha', 'marra', 'ecxcited', 'annabel', 'tho']"
3355,"['good', 'morning']"
3356,"['ahhhh', 'cant', 'i', 'way', 'open']"
3357,"['listening', 'metal', 'shop', 'mooneys', 'all', 'good']"
3358,"['work', 'booo']"
3359,"['enjoying', 'd', 'view', 'sg', 'fly']"
3360,"['my', 'killed', 'combo', 'mirror', 'edge', 'poor', 'win', '7', 'thermal', 'management', '75c', 'gpu', 'sad', 'gam']"
3361,"['very', 'succesful', 'cancertown', 'launch', 'yesterday']"
3362,"['goodmorning', 'night', 'too', 'sleep']"
3363,"['slovakian', 'country', 'refreshing', 'change', 'compared', 'tarmac', 'car', 'i', 'city', 'boy', 'need', 'tarmac']"
3364,"['entering', 'twitter', 'lurk', 'mode', 'time', 'lock', 'keyboard', 'poured', 'whiskey']"
3365,"['ok', 'saw', 'u', 'joey', 'thought', 'u', 'looked', 'interesting', 'like', 'th']"
3366,"['you', 'are', 'fine', 'trying', 'kill', 'bot', 'retweets', 'bid', 'popular', 'person', 'twitter', 'btw']"
3367,"['change', 'hairstyle', 'but', 'is', 'not', 'good', 'supposed', 'n', 'do', 'not', 'wealth', 'money', 'hate', 'hairdresser']"
3368,"['mahalo', 'great', 'show', 'aloha', 'thx', 'makin', 'kauai', 'enjoyed', 'it', 'safe', 'trip']"
3369,"['i', 'there', 's', 'organ', 'shop', 'let', 'know', 'but', 'sign', 'ejamming', 'com', 'rock', 'out']"
3370,"['omg', 'm', 'm', 'pantry', 'calling', 'name', 'i', 'have', 'ignoring', 'day', 'it', 'driving', 'completely', 'insane', 'too', 'calori']"
3371,"['nice', 'what', 'r', 'ur', 'plan', 'day', 'oh', 'n', 'happy', 'mother', 'day', 'u', 'happen', 'b', 'moth']"
3372,"['yeahhhhhhhhhhhhh', 'friday', 'and', 'i', 'work', 'tomorrow']"
3373,"['bet', 'great', 'bag', 'can', 't', 'wait']"
3374,"['site', 'date', 'macri', 's', 'deli', 'closed', 'lunching', 'favorite', 'local', 'greek', 'spot', 'the', 'trojan', 'horse', 'instead']"
3375,"['slammed', 'finger', 'car', 'dor', 'fml', 'ow']"
3376,"['get', 'tommorow', 'collect', 'money', 'relay', 'life', 'yay', 'me', 'i', 'w']"
3377,"['going', 'home', 'i', 'have', 'seri']"
3378,['wong']
3379,"['aint', 'invit']"
3380,"['hold', 'you', 'have', 'got']"
3381,"['oh', 'cool', 'coming', 'berlin']"
3382,"['i', 'joke', 'you', 'it', 'is', 'long', 'tweet']"
3383,"['i', 'eat', 'broadway', 'pizza', 'again', 'feelin', 'ill']"
3384,"['gonna', 'miss', 'gurl', 'shes', 'honeymoon']"
3385,"['cannot', 'stop', 'listening', 'new', 'single', 'paranoid', 'it', 'is', 'amazing', 'love', 'them']"
3386,"['leg', 'sun', 'burned']"
3387,"['turn', 'bird', 'sound', 'like', 'twitterena', 'check', 'setting', 'home', 'pag']"
3388,"['want', 'greet', 'mom', 'happy', 'mother', 's', 'day']"
3389,"['noooo', 'fb', 'good', 'me', 'especially', 'love', 'convers']"
3390,"['_cochran', 'hi', 'corey', 'saw', 'reply', 'now', '30pm', 'i', 'long', 'night', 'coming']"
3391,"['hehei', 'bet', 'looked', 'back', 'week', 'long', 'school', 'trip']"
3392,"['swimming', 'tanning', 'heaven', 'blasted', 'music', 'tanning', 'world']"
3393,"['ohhh', 'me', 'bored', 'how', 'friday', 'night', 'soo', 'boring']"
3394,"['dlukasrossi', 'lukas', 'amazing', 'wife', 'update', 'locked', 'hard', 'convince', 'people', 'follow', 'protected', 'profile']"
3395,"['eat', 'hot', 'link', 'torta']"
3396,"['installed', 'new', 'modem', 'meant', 'run', 'time', 'faster', 'old', 'slower', 'hell', 'gah', 'slow', 'internet', 'kil']"
3397,"['i', 'am', 'sure', 'you', 'are', 'replying', 'to', 'lol', 'bb', 'start', 'soon']"
3398,"['think', 'lucky', 'i', 'broke', 'finger', 'school', 'window', 'sash', 'broke', 'finger', 'like', 'pancake', 'sil']"
3399,"['wow', 'i', 'hope', 'get', 'better', 'cancer', 'gtfo']"
3400,"['tonight', 'bridesmaid', 'mom', 'bride', 'i', 'rockin', 'recept']"
3401,"['the', 'parking', 'meter', 'computed', 'plus', 'i', 'got', 'jipped', 'and', 'free', 'minute', 'button', 'did', 'not', 'work']"
3402,"['eating', 'which', 'wich', 'yumm', 'dont', 'think', 'i', 'have', 'season', 'end']"
3403,"['he', 'is', 'bed', 'sick', 'heavy', 'fever', 'went', 'dr', 's', 'part', 'reason', 'i', 'm', 'watching', 'aladdin', 'have', 'not', 'f']"
3404,"['u', 'smell', 'goodness', 'energy', 'big', 'city', 'pinch', 'butt', 'feel', 'real', 'yes', 'u', 'chicago']"
3405,"['taking', 'horrible', 'shoe', 'mum', 'get', 'urgggh', 'they', 'nasty', 'footwear', 'problem', 'is', 'i', 'cannot', 'shoe']"
3406,"['already', 'shopping', 'nice', 'monday', 'roast']"
3407,"['_1210', 'i', 'am', 'going', 'till', 'wednesday']"
3408,"['i', 'will', 'stop', 'bit', 'i', 'am', 'off', 'but', 'rush', 'rehearsal', 'quiet', 'tonight']"
3409,"['aye', 'now', 'i', 'want', 'cheesecak']"
3410,"['asks', 'thnx', 'griting', 'care', 'too', 'god', 'bless']"
3411,"['hey', 'rocstar']"
3412,"['ontd', 'god']"
3413,"['none', 'but', 'yea', 'weekend', 'crazy', 'think', 'partied', 'hard', 'thats', 'im', 'sic']"
3414,"['doe', 'not', 'fav', '5', 'today', 'like', 'plan']"
3415,"['im', 'soooo', 'loney']"
3416,"['is', 'hungry', 'sub']"
3417,"['hoping', 'left', 'bb', 'home', 'did', 'not', 'lose', 'metro']"
3418,"['what', 'hell', 'ross', 'where', 'hugh', 'laurie', 'he', 'supposed', 'tonight']"
3419,"['ummmnnn', 'ummmnnn', 'good', 'thanks', 'letting', 'know', 'earlier', 'i']"
3420,"['got', 'told', 'i', 'got', 'good', 'chance', 'gettin', 'job', 'i', 'excited', 'omgggg', 'when', 'i', 'come', 'i', 'want', 'too']"
3421,"['right', 'folk', 'now', 'babysit', 'nephew', 'morning', 'another', 'early', 'start', 'no', 'twilight', 'time', 'nare', 'mind', 'nightall', 'x']"
3422,"['i', 'am', 'sick', 'stupid', 'guy', 'moment', 'u', 'believe', 'suck', 'i', 'r']"
3423,"['wish', 'want', 'stay', 'play', 'u', 'guy', 'enjoy', 'block', 'parti']"
3424,"['saddened', 'husker', 'access', 'no', 'internet']"
3425,"['oh', 'i', 'forgot', 'eat', 'grumble', 'grumble']"
3426,"['may', 'human', 'kindness', 'day']"
3427,"['kinda', 'pissed', 'wanted', 'drag', 'hell', 'christina', 'garrit', 'i', 'work', 'till', 'i', 'am', 'go']"
3428,"['aww', 'you', 'are', 'softy', 'i', 'imagine', 'mess', 'tear', 'wedding', 'you', 'will', 'not', 'able', 'talk']"
3429,"['i', 'am', 'so', 'jealous', 'it', 'is', 'pouring', 'right']"
3430,"['sickkkkk', 'get', 'me', 'out', 'of', 'this', 'house', 'need', 'active', 'whats', 'going', 'down', 'celina', 'havin', 'party', 'hit', 'uhpp']"
3431,"['at', 'myhouse', 'girl', 'tonight']"
3432,"['happy', 'star', 'war', 'day']"
3433,"['away', 'cinema', 'tweet', 'later', 'th', 'x']"
3434,"['i', 'finally', 'went', 'song', 'sang', 'church', 'wellington', 'online', 'wa', 'easier', 'expected', 'yay', 'google']"
3435,"['ahhhh', 'pic']"
3436,"['first', 'fail', 'tweet', 'phone', 'oh', 'i', 'love', 'work', 'phon']"
3437,"['say', 'new', 'layout', 'back', 'default', 'plurk', 'theme', 'yay', 'pero', 'dumugo', 'ilong', 'ko', 'kaka', 'tweak', 'sa', 'font', 'ha']"
3438,"['_nj', 'oh', 'i', 'am', 'i', 'joined', 'twitter', 'day', 'ago']"
3439,"['it', 's', 'fine', 'like', 'week', 'will', 'not', 'load']"
3440,"['thanks', 'lot', 'you', 're', 'kind', 'i', 'got', 'nice', 'drive', 'such', 'fun', 'car', 'drive', 'have', 'nice', 'day']"
3441,"['ahhh', 'lily', 's', 'new', 'kitten', 'took', 'giant', 'wet', 'stinky']"
3442,"['said', 'nose']"
3443,"['wish', 'teased', 'movie', 'night']"
3444,"['it', 's', 'year', 'can', 't', 'catch', 'it', 'will', 'not', 'ny', 'till', 'oct']"
3445,"['my', 'stomach', 'killing', 'i', 'cannot', 'sleep']"
3446,['why']
3447,['agre']
3448,"['reese', 's', 'piece', 'ili']"
3449,"['best', 'way', 'start', 'day']"
3450,"['just', 'ate', 'way', 'chocolate', 'animal', 'crack']"
3451,"['oh', 'tnx', 'following', 'ca']"
3452,"['do', 'not', 'know']"
3453,"['my', 'problem', 'is', 'not', 'i', 'miss', 'you', 'because', 'i', 'do', 'not']"
3454,"['omg', 'taylor', 'selena', 'broke', 'sooo', 'sad', 'aw', 'think', 'actually', 'like', 'selena', 'now', 'poor', 'gal']"
3455,"['update', 'away', 'whooo', 'hoooo', 'budden']"
3456,"['_attack', 'thanks', 'dude']"
3457,"['it', 's', 'friday', 'today']"
3458,"['taylor', 'swift', 'joe', 'jonas', 'looked', 'good', 'together', 'i', 'am', 'kinda', 'sad', 'broke', 'up']"
3459,"['you', 'sweeti']"
3460,"['_kimbalicious', 'milk', 'have', 'drink', 'think', 'thats', 'whats', 'making', 'feel', 'sick']"
3461,"['mom', 'say', 'i', 'new', 'phone', 'immediately', 'off', 't', 'mobile', 'paying']"
3462,"['yooo', 'myyyyye', 'bust', 'i', 'am', 'sick', 'tooo', 'just', 'shoot', 'me', 'long', 'night', 'tonight']"
3463,"['wanna', 'join', 'twit', 'club']"
3464,"['freshman', 'site', 'update', 'help']"
3465,"['babe', 'ice', 'come', 'job', 'morning', 'sigh']"
3466,"['broke', 'up', 'girlfriend', 'feeling', 'very', 'lonely', 'heartbroken', 'sad', 'time', 'guy', 'n']"
3467,"['finished', 'sunday', 'cleaning', 'waiting', 'read', 'chapter', 'kiyosaki', 's', 'book', 'hit', 'clean']"
3468,"['why', 'cannot', 'i', 'sleep', 'is', 'ask']"
3469,"['gained', 'lb', 'wish', 'i', 'afford', 'ramen', 'if', 'i', 'job']"
3470,"['drinking', 'yay']"
3471,"['sleepyhead', 'looking', 'forward', 'tomorrow', 'love', 'family']"
3472,"['dilfs', 'oh', 'wait', 'wrong', 'month', 'happy', 'mother', 'day']"
3473,"['alright', 'rawknroll', 'net', 'live', 'radio', '23', 'org', 'hour', 'vivid', 'spring', 'summer', 'music', 'rawk', 'enjoy']"
3474,"['omg', 'i', 'am', 'sorry', 'anything', 'i', 'help']"
3475,"['dont', 'wanna', 'senior', 'graduating', 'it', 'breakin', 'heart', 'but', 'im', 'hom']"
3476,"['x', 'men', 'wolverine', 'hot', 'i', 'watch']"
3477,"['i', 'history']"
3478,"['lol', 'no', 'trialing', 'for', 'florida', 'trial', 'come', 'screeching', 'halt', 'summer', 'have', 'fun', 'weekend']"
3479,"['cleaning', 'roooooooooom', 'continue', 'playing', 'dsi']"
3480,"['looking', 'turn', 'brain', 'mush', 'doe', 'not', 'hurt', 'anymore', 'any', 'good', 'free', 'online', 'one', 'know', 'of']"
3481,"['gooooooodmorning', 'world', 'god', 'bless', 'great', 'day']"
3482,"['i', 'think', 'x3', 'confusing', 'cannot', 'believe', 'peep', 'know', 'heart']"
3483,"['thanks', 'glad', 'agree', 'wth', 'follow', 'polici']"
3484,"['wish', 'i', 'there']"
3485,"['i', 'am', 'unhappy', 'here', 'i', 'hate', 'it', 'it', 's', 'affecting', 'everything', 'my', 'relationship', 'people', 'personality', 'attitude']"
3486,"['my', 'ipod', 'headphone', 'gone', 'kaput', 'wanted', 'buy', 'new', 'one', 'should', 'i', 'buy', 'bose', 'instead', 'then', 'do', 'work', 'apple']"
3487,"['e3', 'time', 'i', 'g4tv', 's', 'e3', 'coverage', 'comcast', 'moved', 'g4', 'channel', 'basic', 'cable', 'premium']"
3488,"['on', 'bus', 'goin', 'work', 'omg', 'seriously', 'im', 'sooooo', 'tired', 'dont', 'know', 'i', 'll', 'survive', 'hour', 'shift']"
3489,"['boy', 'going', 'movie', 'i', 'wish', 'i', 'did', 'not', 'feel', 'like']"
3490,"['i', 'did', 'not', 'q', 'doba', 'today', 'sad']"
3491,"['ahh', 'my', 'stomach', 'hurt']"
3492,"['_xo', 'wicked', 'time', 'leaving', 'come', 'stay', 'night']"
3493,"['nope', 'wasn', 't', 'home', 'went', 'soon']"
3494,"['lol', 'current', 'mp3', 'player', 'brick', 'it', 'nice', 'slim']"
3495,"['hi', 'im', 'jonathan', 'spotify', 'month', 'u', 'cn', 'unlimited', 'music', 'w', 'interuptions', 'but', 'i', 'luv', 'r', 'little', 'chat', 'j', 'dont', 'leav']"
3496,"['lol', 'fine', 'i']"
3497,"['omg', 'i', 'hair', 'salon', 'tear', 'i', 'hope', 'i', 'soon', 'we', 'watching', 'real', 'house', 'wife', 'nyc', 'here']"
3498,"['thanks', 'hoping', 'allergy', 'nasty', 'flu']"
